away,away_id,d_team,goalie,home,home_id,period,pp_status,scorer,type,x,y
1,10,52,8473461,0,52,1,pp,8475172,GOAL,84.0,-6.0
2,10,52,8473461,0,52,1,even,8474037,GOAL,62.0,5.0
3,10,52,8473461,0,52,1,even,8477939,GOAL,84.0,-22.0
4,10,52,8473461,0,52,2,even,8466139,GOAL,-82.0,2.0
5,10,52,8473461,0,52,3,even,8466139,GOAL,68.0,12.0
6,10,52,8476945,0,52,3,even,8478483,GOAL,85.0,-6.0
6,10,10,8475883,1,52,3,even,8476460,GOAL,-82.0,8.0
7,10,52,8476945,1,52,3,even,8479318,GOAL,84.0,-3.0
7,10,10,8475883,2,52,3,even,8473618,GOAL,-80.0,1.0
0,19,19,8474596,1,5,1,even,8474602,GOAL,45.0,10.0
1,19,5,8476899,1,5,1,even,8475170,GOAL,-78.0,3.0
2,19,5,8476899,1,5,1,pp,8476892,GOAL,-62.0,5.0
2,19,19,8474596,2,5,2,even,8476874,GOAL,-38.0,-13.0
3,19,5,8476899,2,5,2,even,8474565,GOAL,63.0,4.0
4,19,5,8476899,2,5,3,even,8471669,GOAL,-57.0,8.0
4,19,19,8474596,3,5,3,pp,8471675,GOAL,80.0,-1.0
4,19,19,8474596,4,5,3,even,8477839,GOAL,81.0,-15.0
5,19,5,8476899,4,5,4,even,8474565,GOAL,62.0,-6.0
0,20,20,8469608,1,22,1,even,8478402,GOAL,80.0,12.0
0,20,20,8469608,2,22,3,even,8478402,GOAL,77.0,-5.0
1,4,28,8474889,0,28,1,even,8473512,GOAL,-64.0,-5.0
2,4,28,8474889,0,28,1,pp,8475738,GOAL,-81.0,16.0
2,4,4,8470880,1,28,1,even,8478099,GOAL,84.0,5.0
2,4,4,8470880,2,28,1,pp,8478099,GOAL,55.0,21.0
3,4,28,8474889,2,28,2,pp,8474190,GOAL,-77.0,-3.0
3,4,4,8470880,3,28,3,pp,8474053,GOAL,91.0,-12.0
4,4,28,8474889,3,28,3,pp,8474190,GOAL,-81.0,0.0
0,18,18,8471469,1,6,1,pp,8477956,GOAL,36.0,3.0
1,18,6,8471695,1,6,1,even,8478042,GOAL,-52.0,1.0
1,18,18,8471469,2,6,2,even,8478498,GOAL,-70.0,0.0
1,18,18,8471469,3,6,2,even,8479325,GOAL,-65.0,5.0
2,18,6,8471695,4,6,3,pp,8468486,GOAL,-66.0,-1.0
3,18,6,8471695,4,6,3,even,8476887,GOAL,-81.0,-18.0
0,8,8,8471679,1,7,1,even,8469506,GOAL,77.0,7.0
1,8,7,8475215,1,7,1,even,8474157,GOAL,-76.0,20.0
1,8,8,8471679,2,7,2,even,8469506,GOAL,-86.0,-13.0
2,8,7,8475215,2,7,3,sh,8476479,GOAL,-89.0,6.0
1,21,3,8468685,0,3,1,even,8475168,GOAL,85.0,-10.0
2,21,3,8468685,0,3,1,pp,8478420,GOAL,71.0,-18.0
2,21,21,8473575,1,3,1,pp,8476459,GOAL,-85.0,-9.0
2,21,21,8473575,2,3,1,pp,8476459,GOAL,-60.0,-7.0
3,21,3,8468685,2,3,2,even,8475197,GOAL,-58.0,7.0
0,15,15,8474651,1,9,1,even,8475227,GOAL,68.0,-34.0
1,15,9,8467950,1,9,1,even,8475792,GOAL,-58.0,7.0
1,15,15,8474651,2,9,2,even,8475913,GOAL,-59.0,1.0
1,15,15,8474651,3,9,3,even,8473544,GOAL,82.0,1.0
2,15,9,8467950,3,9,3,even,8471214,GOAL,-64.0,-12.0
3,15,9,8467950,3,9,3,even,8471214,GOAL,-65.0,-1.0
3,15,15,8474651,4,9,3,even,8475913,GOAL,67.0,3.0
4,15,9,8467950,4,9,3,even,8471214,GOAL,-53.0,-8.0
0,30,30,8471227,1,17,2,pp,8477511,GOAL,85.0,-2.0
0,30,30,8471227,2,17,2,even,8477946,GOAL,82.0,3.0
1,30,17,8470657,2,17,3,even,8478493,GOAL,85.0,10.0
2,30,17,8470657,2,17,3,even,8473485,GOAL,84.0,-3.0
2,30,30,8471227,3,17,3,even,8468083,GOAL,-60.0,3.0
2,30,30,8471227,4,17,3,even,8476924,GOAL,-58.0,-12.0
0,5,5,8474550,1,16,1,even,8477451,GOAL,-78.0,-10.0
0,5,5,8474550,2,16,1,even,8476438,GOAL,-82.0,-3.0
0,5,5,8474550,3,16,1,even,8477951,GOAL,-82.0,-10.0
0,5,5,8474550,4,16,1,even,8476438,GOAL,-77.0,-8.0
0,5,5,8476899,5,16,1,even,8469544,GOAL,-71.0,17.0
1,5,16,8470645,5,16,2,even,8473548,GOAL,-83.0,-18.0
1,5,5,8476899,6,16,2,even,8474141,GOAL,87.0,-10.0
1,5,5,8476899,7,16,2,even,8475209,GOAL,76.0,2.0
1,5,5,8476899,8,16,2,even,8477951,GOAL,49.0,18.0
1,5,5,8476899,9,16,3,even,8476438,GOAL,-78.0,-3.0
1,5,5,8476899,10,16,3,even,8470607,GOAL,-76.0,-8.0
1,53,24,8476434,0,24,1,even,8477407,GOAL,-82.0,9.0
2,53,24,8476434,0,24,1,even,8479343,GOAL,-82.0,-7.0
2,53,53,8475839,1,24,1,even,8470621,GOAL,66.0,12.0
3,53,24,8476434,1,24,2,pp,8477503,GOAL,82.0,-9.0
4,53,24,8476434,1,24,2,pp,8478432,GOAL,81.0,1.0
4,53,53,8475839,2,24,2,even,8470621,GOAL,-81.0,4.0
4,53,53,8475839,3,24,2,even,8478131,GOAL,-63.0,9.0
4,53,53,8475839,4,24,3,even,8471699,GOAL,81.0,2.0
4,53,53,8475839,5,24,3,even,8476483,GOAL,73.0,-13.0
0,4,4,8473607,1,26,2,even,8473453,GOAL,78.0,7.0
0,4,4,8473607,2,26,3,pp,8475726,GOAL,-82.0,1.0
0,2,2,8471306,1,29,1,even,8477947,GOAL,80.0,-3.0
0,2,2,8471306,2,29,1,even,8474715,GOAL,85.0,-5.0
0,2,2,8471306,3,29,2,even,8476850,GOAL,-78.0,-17.0
0,2,2,8471306,4,29,2,pp,8478460,GOAL,-32.0,1.0
0,2,2,8471306,5,29,2,even,8479400,GOAL,-61.0,3.0
0,13,13,8466141,1,14,1,even,8476292,GOAL,77.0,-7.0
0,13,13,8466141,2,14,2,even,8478010,GOAL,-80.0,-9.0
1,13,14,8476883,2,14,2,even,8475736,GOAL,77.0,3.0
2,13,14,8476883,2,14,2,even,8475796,GOAL,76.0,5.0
2,13,13,8466141,3,14,3,pp,8476480,GOAL,79.0,-6.0
2,13,13,8466141,4,14,3,even,8476453,GOAL,64.0,1.0
3,13,14,8476883,4,14,3,even,8476456,GOAL,-74.0,1.0
0,54,54,8470594,1,25,2,pp,8475794,GOAL,68.0,8.0
1,54,25,8470140,1,25,3,even,8471707,GOAL,51.0,-21.0
2,54,25,8470140,1,25,3,even,8471707,GOAL,75.0,-10.0
0,3,3,8468685,1,10,1,even,8468575,GOAL,-56.0,13.0
1,3,10,8475883,1,10,1,even,8476468,GOAL,75.0,2.0
1,3,3,8468685,2,10,1,even,8475786,GOAL,-83.0,8.0
1,3,3,8468685,3,10,1,pp,8474581,GOAL,-63.0,-6.0
1,3,3,8468685,4,10,1,even,8479458,GOAL,-44.0,15.0
1,3,3,8468685,5,10,1,even,8475786,GOAL,-80.0,0.0
2,3,10,8475883,5,10,1,pp,8474031,GOAL,32.0,-16.0
3,3,10,8475883,5,10,2,pp,8476459,GOAL,-66.0,-14.0
4,3,10,8475883,5,10,2,even,8471686,GOAL,-73.0,0.0
5,3,10,8475883,5,10,2,even,8475692,GOAL,-34.0,-16.0
5,3,3,8471715,6,10,3,even,8475098,GOAL,-76.0,2.0
5,3,3,8471715,7,10,3,even,8473463,GOAL,-76.0,-1.0
5,3,3,8471715,8,10,3,pp,8475172,GOAL,-71.0,5.0
1,17,9,8467950,0,9,3,sh,8476924,GOAL,-59.0,-8.0
1,17,17,8470657,1,9,3,even,8470602,GOAL,75.0,-2.0
0,21,21,8473541,1,1,1,pp,8474641,GOAL,75.0,3.0
0,21,21,8473541,2,1,2,pp,8474625,GOAL,-85.0,-6.0
1,21,1,8471239,2,1,2,pp,8471262,GOAL,70.0,21.0
1,21,21,8473541,3,1,2,even,8479407,GOAL,-66.0,24.0
1,21,21,8473541,4,1,3,even,8475186,GOAL,71.0,1.0
0,7,7,8475215,1,2,1,even,8475166,GOAL,78.0,10.0
0,7,7,8475215,2,2,2,sh,8475166,GOAL,-81.0,-1.0
0,7,7,8475215,3,2,2,even,8475231,GOAL,-68.0,-11.0
0,7,7,8475215,4,2,2,even,8474573,GOAL,-76.0,9.0
1,7,2,8470860,4,2,2,sh,8475169,GOAL,79.0,-2.0
2,7,2,8470860,4,2,2,sh,8475169,GOAL,86.0,7.0
2,7,7,8473434,5,2,3,even,8478463,GOAL,82.0,1.0
3,7,2,8470860,5,2,3,even,8478403,GOAL,-81.0,5.0
0,18,18,8477424,1,5,1,even,8471215,GOAL,46.0,7.0
0,18,18,8477424,2,5,1,even,8477404,GOAL,77.0,0.0
0,18,18,8477424,3,5,2,even,8471817,GOAL,-71.0,12.0
0,18,18,8477424,4,5,3,pp,8476874,GOAL,47.0,16.0
0,8,8,8471679,1,15,1,even,8471214,GOAL,-51.0,-16.0
0,8,8,8471679,2,15,1,even,8471698,GOAL,-87.0,-6.0
0,8,8,8471679,3,15,1,pp,8471214,GOAL,-77.0,-20.0
0,8,8,8471679,4,15,1,even,8471214,GOAL,-74.0,-6.0
1,8,15,8474651,4,15,2,sh,8475848,GOAL,-82.0,-2.0
1,8,8,8471219,5,15,2,even,8471214,GOAL,85.0,6.0
1,8,8,8471219,6,15,2,even,8477573,GOAL,66.0,-5.0
1,30,12,8474152,0,12,1,pp,8475722,GOAL,81.0,6.0
1,30,30,8471774,1,12,1,even,8475807,GOAL,-83.0,-3.0
2,30,12,8474152,1,12,1,even,8473485,GOAL,80.0,0.0
3,30,12,8474152,1,12,2,even,8470595,GOAL,-73.0,-1.0
3,30,30,8471774,2,12,2,pp,8478585,GOAL,81.0,0.0
3,30,30,8471774,3,12,3,pp,8478396,GOAL,-75.0,-8.0
3,30,30,8471774,4,12,3,even,8476437,GOAL,-70.0,18.0
4,30,12,8474152,4,12,3,even,8469459,GOAL,83.0,7.0
0,25,25,8470140,1,19,1,even,8474125,GOAL,94.0,16.0
0,25,25,8470140,2,19,1,even,8476441,GOAL,75.0,14.0
0,25,25,8470140,3,19,1,even,8475768,GOAL,83.0,4.0
1,25,19,8474596,3,19,3,pp,8475906,GOAL,-32.0,10.0
1,25,25,8470140,4,19,3,pp,8475765,GOAL,62.0,-25.0
2,25,19,8474596,4,19,3,even,8477406,GOAL,-82.0,-4.0
0,29,29,8476914,1,16,1,even,8474141,GOAL,-72.0,15.0
0,29,29,8476914,2,16,1,pp,8476438,GOAL,-81.0,6.0
0,29,29,8476914,3,16,2,even,8473604,GOAL,63.0,15.0
1,29,16,8470645,3,16,2,even,8477947,GOAL,-81.0,-3.0
1,29,29,8476914,4,16,2,even,8480172,GOAL,79.0,-19.0
1,29,29,8476914,5,16,3,even,8475209,GOAL,-74.0,9.0
0,54,54,8470594,1,53,1,even,8476356,GOAL,76.0,3.0
1,54,53,8477293,1,53,3,even,8477220,GOAL,-80.0,-7.0
2,54,53,8477293,1,53,4,even,8471707,GOAL,79.0,4.0
1,52,20,8469608,0,20,1,sh,8479293,GOAL,72.0,1.0
1,52,52,8473461,1,20,1,even,8474673,GOAL,-39.0,2.0
2,52,20,8469608,1,20,1,pp,8476460,GOAL,69.0,-3.0
3,52,20,8469608,1,20,1,even,8479339,GOAL,70.0,-15.0
3,52,52,8473461,2,20,2,even,8474673,GOAL,39.0,17.0
3,52,52,8473461,3,20,2,pp,8475907,GOAL,80.0,-1.0
3,52,52,8473461,4,20,2,even,8476346,GOAL,67.0,-9.0
3,52,52,8473461,5,20,2,even,8471346,GOAL,79.0,5.0
3,52,52,8473461,6,20,3,even,8474150,GOAL,-68.0,4.0
1,22,23,8474593,0,23,1,even,8471729,GOAL,64.0,12.0
1,22,22,8475660,1,23,1,even,8477500,GOAL,-83.0,-7.0
1,22,22,8475660,2,23,1,even,8474091,GOAL,-73.0,0.0
1,22,22,8475660,3,23,2,even,8477500,GOAL,76.0,-7.0
2,22,23,8474593,3,23,3,sh,8476454,GOAL,70.0,3.0
1,4,24,8476434,0,24,1,even,8478500,GOAL,-64.0,-8.0
1,4,4,8470880,1,24,1,sh,8468535,GOAL,78.0,7.0
2,4,24,8476434,1,24,2,even,8476461,GOAL,77.0,5.0
2,4,4,8470880,2,24,3,sh,8475764,GOAL,67.0,25.0
3,4,24,8476434,2,24,4,even,8474190,GOAL,71.0,18.0
1,26,28,8474889,0,28,1,even,8470606,GOAL,-74.0,20.0
1,26,26,8471734,1,28,1,even,8474571,GOAL,79.0,4.0
2,26,28,8474889,1,28,1,even,8471685,GOAL,-59.0,2.0
3,26,28,8474889,1,28,2,even,8471685,GOAL,76.0,25.0
4,26,28,8474889,1,28,2,even,8476406,GOAL,80.0,1.0
0,8,8,8471679,1,3,1,even,8476869,GOAL,-81.0,1.0
0,8,8,8471679,2,3,3,even,8476459,GOAL,-84.0,-14.0
1,21,6,8471695,0,6,1,even,8477413,GOAL,-65.0,4.0
2,21,6,8471695,0,6,1,sh,8477456,GOAL,-70.0,2.0
3,21,6,8471695,0,6,3,even,8476855,GOAL,-68.0,-27.0
1,19,2,8471306,0,2,2,even,8475765,GOAL,64.0,6.0
2,19,2,8471306,0,2,2,pp,8475765,GOAL,61.0,-23.0
2,19,19,8474596,1,2,3,even,8471217,GOAL,61.0,-11.0
2,19,19,8474596,2,2,3,even,8475314,GOAL,80.0,1.0
1,16,10,8475883,0,10,1,even,8480172,GOAL,87.0,17.0
2,16,10,8475883,0,10,1,even,8473604,GOAL,77.0,-1.0
2,16,16,8476341,1,10,2,even,8479458,GOAL,64.0,-8.0
3,16,10,8475883,1,10,3,pp,8475209,GOAL,77.0,-10.0
3,16,16,8476341,2,10,3,even,8477015,GOAL,-65.0,7.0
3,16,16,8476341,3,10,3,pp,8474037,GOAL,-73.0,0.0
3,16,16,8476341,4,10,4,even,8479318,GOAL,61.0,-7.0
1,15,14,8476883,0,14,1,even,8473563,GOAL,-68.0,13.0
2,15,14,8476883,0,14,1,pp,8471698,GOAL,-75.0,0.0
2,15,15,8475831,1,14,2,even,8473986,GOAL,-57.0,0.0
3,15,14,8476883,1,14,2,pp,8471698,GOAL,62.0,-4.0
3,15,15,8475831,2,14,2,even,8470543,GOAL,-72.0,-2.0
3,15,15,8475831,3,14,3,even,8476453,GOAL,76.0,-12.0
3,15,15,8475831,4,14,4,pp,8478010,GOAL,-76.0,3.0
1,52,22,8475660,0,22,1,even,8476460,GOAL,-72.0,-3.0
2,52,22,8475660,0,22,1,even,8475179,GOAL,-59.0,13.0
2,52,52,8476945,1,22,2,even,8477934,GOAL,-60.0,6.0
2,52,52,8476945,2,22,2,even,8476454,GOAL,-75.0,-2.0
3,52,22,8475660,2,22,2,even,8477940,GOAL,62.0,0.0
4,52,22,8475660,2,22,2,even,8477940,GOAL,81.0,10.0
5,52,22,8475660,2,22,3,pp,8477940,GOAL,-68.0,22.0
1,20,24,8476434,0,24,2,pp,8477497,GOAL,72.0,-2.0
2,20,24,8476434,0,24,3,even,8474150,GOAL,-76.0,-11.0
1,19,3,8468685,0,3,1,even,8474125,GOAL,70.0,-7.0
1,19,19,8475622,1,3,1,pp,8476459,GOAL,-80.0,-6.0
2,19,3,8468685,1,3,1,pp,8475170,GOAL,91.0,8.0
1,29,12,8474152,0,12,3,even,8477947,GOAL,91.0,-11.0
1,29,29,8475683,1,12,3,even,8475784,GOAL,-67.0,-3.0
2,29,12,8474152,1,12,4,even,8477947,GOAL,-75.0,8.0
0,16,16,8470645,1,8,1,even,8469521,GOAL,-52.0,23.0
1,16,8,8471679,1,8,1,even,8479337,GOAL,50.0,16.0
2,16,8,8471679,1,8,1,even,8476438,GOAL,75.0,-2.0
3,16,8,8471679,1,8,2,pp,8473573,GOAL,-82.0,-5.0
0,4,4,8470880,1,18,1,pp,8475225,GOAL,64.0,-5.0
0,4,4,8470880,2,18,2,even,8468486,GOAL,-64.0,-21.0
0,4,4,8470880,3,18,2,pp,8474009,GOAL,-83.0,0.0
1,4,18,8471469,3,18,2,even,8473584,GOAL,48.0,3.0
2,4,18,8471469,3,18,2,even,8479974,GOAL,83.0,-4.0
3,4,18,8471469,3,18,2,even,8470047,GOAL,77.0,0.0
4,4,18,8471469,3,18,3,even,8478439,GOAL,-75.0,2.0
5,4,18,8471469,3,18,3,pp,8470047,GOAL,-71.0,-15.0
5,4,4,8470880,4,18,3,even,8476887,GOAL,84.0,-15.0
5,4,4,8470880,5,18,3,pp,8468486,GOAL,87.0,-6.0
5,4,4,8470880,6,18,3,pp,8476887,GOAL,85.0,8.0
0,17,17,8475852,1,25,1,even,8475906,GOAL,-33.0,-9.0
0,17,17,8475852,2,25,1,pp,8475794,GOAL,-65.0,-22.0
1,17,25,8471750,2,25,2,pp,8471716,GOAL,-82.0,-6.0
1,17,17,8475852,3,25,2,even,8477406,GOAL,80.0,5.0
2,17,25,8471750,3,25,3,even,8477511,GOAL,82.0,24.0
1,9,23,8474593,0,23,1,even,8476879,GOAL,51.0,-28.0
1,9,9,8467950,1,23,1,even,8475690,GOAL,-52.0,11.0
1,9,9,8467950,2,23,2,even,8470598,GOAL,34.0,-13.0
2,9,23,8474593,2,23,3,even,8476288,GOAL,83.0,6.0
0,53,53,8477293,1,54,1,even,8477931,GOAL,-61.0,-10.0
0,53,53,8477293,2,54,1,even,8468674,GOAL,-37.0,15.0
0,53,53,8477293,3,54,1,even,8471707,GOAL,-72.0,-12.0
0,53,53,8475839,4,54,1,even,8471707,GOAL,-81.0,3.0
1,53,54,8470594,4,54,1,even,8476356,GOAL,79.0,0.0
1,53,53,8475839,5,54,2,even,8475715,GOAL,78.0,-13.0
2,53,54,8470594,5,54,3,even,8475246,GOAL,42.0,14.0
0,1,1,8471239,1,10,1,pp,8474037,GOAL,-84.0,7.0
1,1,10,8475883,1,10,1,even,8477425,GOAL,41.0,-25.0
2,1,10,8475883,1,10,1,even,8477425,GOAL,60.0,1.0
2,1,1,8471239,2,10,1,even,8468575,GOAL,-78.0,2.0
3,1,10,8475883,2,10,2,pp,8478401,GOAL,-70.0,2.0
4,1,10,8475883,2,10,2,sh,8476207,GOAL,-72.0,1.0
5,1,10,8475883,2,10,3,even,8476399,GOAL,47.0,-8.0
5,1,1,8471239,3,10,3,pp,8479318,GOAL,-86.0,10.0
6,1,10,8475883,3,10,3,even,8478401,GOAL,30.0,25.0
1,5,15,8474651,0,15,1,pp,8471724,GOAL,85.0,-8.0
2,5,15,8474651,0,15,2,pp,8471887,GOAL,-74.0,4.0
2,5,5,8476899,1,15,2,even,8477043,GOAL,44.0,-17.0
3,5,15,8474651,1,15,3,pp,8477839,GOAL,83.0,-3.0
3,5,5,8476899,2,15,3,even,8471214,GOAL,-75.0,7.0
0,6,6,8471695,1,21,1,pp,8477021,GOAL,-81.0,4.0
1,6,21,8473575,1,21,1,even,8473419,GOAL,53.0,-17.0
1,6,6,8471695,2,21,2,even,8476855,GOAL,57.0,-19.0
1,6,6,8471695,3,21,2,pp,8477413,GOAL,75.0,5.0
1,6,6,8471695,4,21,2,even,8475168,GOAL,60.0,-19.0
2,6,21,8473575,4,21,3,even,8477213,GOAL,81.0,3.0
3,6,21,8473575,4,21,3,pp,8476792,GOAL,85.0,-7.0
0,2,2,8470860,1,24,1,even,8471699,GOAL,79.0,6.0
1,2,24,8476434,1,24,1,even,8475754,GOAL,-82.0,-1.0
1,2,2,8470860,2,24,2,even,8476483,GOAL,-76.0,-4.0
1,2,2,8470860,3,24,3,even,8470622,GOAL,83.0,-17.0
2,2,24,8476434,3,24,3,even,8475754,GOAL,-67.0,15.0
1,20,26,8471734,0,26,1,pp,8479314,GOAL,84.0,-3.0
2,20,26,8471734,0,26,1,even,8473564,GOAL,81.0,2.0
2,20,20,8469608,1,26,2,even,8471685,GOAL,50.0,25.0
2,20,20,8469608,2,26,3,pp,8470606,GOAL,-78.0,1.0
2,20,20,8469608,3,26,3,even,8470606,GOAL,-76.0,-5.0
3,20,26,8471734,3,26,3,even,8479314,GOAL,59.0,-13.0
4,20,26,8471734,3,26,4,sh,8477497,GOAL,-79.0,2.0
0,5,5,8474550,1,14,1,even,8476886,GOAL,35.0,18.0
1,5,14,8476883,1,14,1,even,8477404,GOAL,-76.0,0.0
1,5,5,8474550,2,14,1,pp,8475167,GOAL,45.0,1.0
1,5,5,8474550,3,14,2,pp,8474564,GOAL,-73.0,-7.0
2,5,14,8476883,3,14,2,even,8477839,GOAL,64.0,-3.0
2,5,5,8474550,4,14,2,even,8476453,GOAL,-45.0,-24.0
3,5,14,8476883,4,14,2,pp,8475810,GOAL,55.0,1.0
3,5,5,8474550,5,14,2,even,8476886,GOAL,-73.0,-5.0
4,5,14,8476883,5,14,3,even,8471436,GOAL,-71.0,-10.0
1,19,13,8466141,0,13,2,pp,8471669,GOAL,-85.0,9.0
1,19,19,8474596,1,13,2,even,8477452,GOAL,42.0,32.0
1,19,19,8474596,2,13,2,sh,8476389,GOAL,69.0,0.0
1,19,19,8474596,3,13,2,pp,8477955,GOAL,74.0,-1.0
1,19,19,8474596,4,13,3,even,8477932,GOAL,-71.0,19.0
1,19,19,8474596,5,13,3,even,8475760,GOAL,-80.0,8.0
2,19,13,8466141,5,13,3,even,8478407,GOAL,42.0,-3.0
1,25,18,8471469,0,18,1,even,8473994,GOAL,-84.0,3.0
1,25,25,8471750,1,18,2,even,8479398,GOAL,-41.0,1.0
1,25,25,8471750,2,18,2,even,8476887,GOAL,-79.0,11.0
1,25,25,8471750,3,18,3,even,8478042,GOAL,71.0,-1.0
1,30,16,8470645,0,16,2,even,8470595,GOAL,-80.0,-19.0
1,30,30,8471227,1,16,3,even,8477451,GOAL,-81.0,5.0
2,30,16,8470645,1,16,3,even,8473485,GOAL,79.0,-3.0
3,30,16,8470645,1,16,3,pp,8475722,GOAL,88.0,7.0
5,30,30,8471227,2,16,3,even,8473604,GOAL,-68.0,5.0
0,52,52,8476945,1,23,1,pp,8467875,GOAL,-77.0,5.0
1,52,23,8474593,1,23,1,even,8477504,GOAL,63.0,2.0
2,52,23,8474593,1,23,2,even,8479339,GOAL,-64.0,1.0
3,52,23,8474593,1,23,2,sh,8474574,GOAL,-54.0,-29.0
3,52,52,8476945,2,23,3,even,8475690,GOAL,-35.0,8.0
0,17,17,8470657,1,53,2,pp,8479343,GOAL,-78.0,-4.0
1,17,53,8475839,1,53,2,pp,8476924,GOAL,51.0,27.0
1,17,17,8470657,2,53,2,even,8479343,GOAL,-59.0,-15.0
2,17,53,8475839,2,53,2,even,8468083,GOAL,78.0,3.0
3,17,53,8475839,2,53,3,sh,8476822,GOAL,-70.0,8.0
0,7,7,8475215,1,28,1,pp,8476881,GOAL,80.0,1.0
1,7,28,8474889,1,28,1,even,8469506,GOAL,-58.0,-4.0
1,7,7,8475215,2,28,1,even,8476919,GOAL,77.0,-7.0
2,7,28,8474889,2,28,2,pp,8469506,GOAL,81.0,-7.0
2,7,7,8475215,3,28,2,even,8478414,GOAL,-85.0,7.0
1,15,1,8471239,0,1,1,even,8471698,GOAL,-62.0,-1.0
2,15,1,8471239,0,1,2,pp,8471214,GOAL,60.0,21.0
2,15,15,8474651,1,1,2,pp,8475791,GOAL,-66.0,-16.0
3,15,1,8471239,1,1,2,even,8477944,GOAL,82.0,-7.0
3,15,15,8474651,2,1,3,even,8475151,GOAL,81.0,4.0
4,15,1,8471239,2,1,3,pp,8471698,GOAL,-65.0,7.0
5,15,1,8471239,2,1,3,even,8473563,GOAL,-79.0,2.0
1,3,29,8475683,0,29,1,even,8475763,GOAL,-59.0,8.0
1,3,3,8468685,1,29,2,even,8477495,GOAL,-48.0,34.0
1,3,3,8468685,2,29,3,even,8478550,GOAL,64.0,3.0
0,24,24,8476434,1,21,1,pp,8476455,GOAL,-86.0,8.0
1,24,21,8473541,1,21,3,sh,8477986,GOAL,59.0,-5.0
1,24,24,8473499,2,21,3,pp,8475197,GOAL,-35.0,24.0
1,9,20,8469608,0,20,1,even,8476879,GOAL,80.0,5.0
2,9,20,8469608,0,20,2,pp,8473544,GOAL,-50.0,-14.0
3,9,20,8469608,0,20,3,pp,8474884,GOAL,64.0,-24.0
4,9,20,8469608,0,20,3,pp,8475913,GOAL,82.0,-2.0
5,9,20,8469608,0,20,3,even,8476288,GOAL,83.0,-10.0
6,9,20,8475663,0,20,3,pp,8475227,GOAL,53.0,-21.0
1,17,54,8470594,0,54,1,even,8474679,GOAL,76.0,7.0
1,17,17,8475852,1,54,2,even,8476539,GOAL,80.0,5.0
2,17,54,8470594,1,54,2,even,8468083,GOAL,-79.0,3.0
2,17,17,8475852,2,54,2,even,8471707,GOAL,70.0,12.0
2,17,17,8475852,3,54,2,even,8475287,GOAL,79.0,-1.0
3,17,54,8470594,3,54,3,even,8477511,GOAL,69.0,-1.0
4,17,54,8470594,3,54,3,even,8470144,GOAL,76.0,-12.0
5,17,54,8470594,3,54,3,even,8474679,GOAL,83.0,-4.0
6,17,54,8470594,3,54,3,sh,8476822,GOAL,45.0,-26.0
0,10,10,8475883,1,8,1,even,8473507,GOAL,-34.0,15.0
1,10,8,8471679,1,8,1,even,8474037,GOAL,75.0,0.0
2,10,8,8471679,1,8,1,even,8479318,GOAL,76.0,14.0
2,10,10,8475883,2,8,1,pp,8476851,GOAL,-64.0,12.0
2,10,10,8475883,3,8,2,even,8477494,GOAL,79.0,-8.0
3,10,8,8471679,3,8,2,even,8466139,GOAL,-86.0,-6.0
4,10,8,8471679,3,8,4,even,8479318,GOAL,-76.0,-8.0
0,19,19,8474596,1,14,2,pp,8474870,GOAL,-55.0,-17.0
0,19,19,8474596,2,14,3,even,8476453,GOAL,72.0,-8.0
1,19,14,8476883,2,14,3,even,8475765,GOAL,-56.0,19.0
0,1,1,8476234,1,3,2,even,8470041,GOAL,81.0,12.0
1,1,3,8471715,1,3,2,even,8474641,GOAL,-72.0,8.0
2,1,3,8471715,1,3,2,even,8477425,GOAL,-64.0,1.0
3,1,3,8471715,1,3,3,sh,8471226,GOAL,82.0,4.0
3,1,1,8476234,2,3,3,even,8474031,GOAL,-38.0,20.0
0,15,15,8475831,1,4,1,even,8476461,GOAL,-85.0,5.0
1,15,4,8470880,1,4,1,even,8477944,GOAL,82.0,1.0
1,15,15,8475831,2,4,1,even,8476872,GOAL,-84.0,-5.0
1,15,15,8475831,3,4,2,pp,8474190,GOAL,78.0,-7.0
1,15,15,8475831,4,4,2,even,8473512,GOAL,83.0,-2.0
2,15,4,8470880,4,4,2,even,8473563,GOAL,-64.0,12.0
2,15,15,8475831,5,4,2,even,8470047,GOAL,79.0,-1.0
2,15,15,8475831,6,4,3,even,8476872,GOAL,-54.0,20.0
2,15,15,8475831,7,4,3,even,8476461,GOAL,-86.0,4.0
2,15,15,8475831,8,4,3,even,8473512,GOAL,-60.0,2.0
0,13,13,8473503,1,5,1,pp,8471675,GOAL,83.0,-7.0
1,13,5,8476899,1,5,2,even,8476456,GOAL,74.0,3.0
1,13,13,8473503,2,5,2,sh,8475735,GOAL,-81.0,7.0
2,13,5,8476899,2,5,2,pp,8476456,GOAL,82.0,-6.0
2,13,13,8473503,3,5,2,even,8471887,GOAL,-81.0,3.0
2,13,13,8473503,4,5,3,even,8471675,GOAL,84.0,-9.0
3,13,5,8476899,4,5,3,even,8477932,GOAL,-51.0,15.0
0,12,12,8474152,1,52,1,even,8473412,GOAL,-69.0,0.0
1,12,52,8476945,1,52,1,pp,8475784,GOAL,66.0,20.0
1,12,12,8474152,2,52,3,even,8477940,GOAL,-61.0,-2.0
0,21,21,8473575,1,25,2,even,8473994,GOAL,72.0,-13.0
