away,away_id,d_team,goalie,home,home_id,period,pp_status,scorer,type,x,y
2,28,28,8474889,2,30,3,even,8470595,GOAL,-89.0,5.0
2,28,28,8474889,3,30,4,even,8474716,GOAL,73.0,27.0
1,22,24,8468011,0,24,1,even,8477934,GOAL,-67.0,9.0
1,22,22,8471219,1,24,1,even,8476483,GOAL,80.0,-8.0
2,22,24,8468011,1,24,1,even,8477415,GOAL,-80.0,6.0
2,22,22,8471219,2,24,2,pp,8474641,GOAL,-51.0,31.0
3,22,24,8468011,2,24,2,even,8476458,GOAL,80.0,-5.0
4,22,24,8468011,2,24,3,even,8476458,GOAL,-82.0,6.0
4,22,22,8471219,3,24,3,even,8470612,GOAL,75.0,5.0
5,22,24,8468011,3,24,3,even,8476336,GOAL,-79.0,3.0
5,22,22,8471219,4,24,3,even,8476483,GOAL,79.0,-3.0
5,22,22,8471219,5,24,3,even,8476483,GOAL,80.0,-2.0
1,23,53,8475311,0,53,1,pp,8467875,GOAL,-79.0,4.0
1,23,23,8474593,1,53,3,pp,8471274,GOAL,72.0,-19.0
2,23,53,8475311,1,53,3,even,8467875,GOAL,-76.0,3.0
3,23,53,8475311,1,53,3,sh,8475423,GOAL,-75.0,11.0
0,15,15,8474651,1,29,1,pp,8478550,GOAL,53.0,25.0
1,15,29,8475683,1,29,1,pp,8471214,GOAL,-46.0,-23.0
1,15,15,8474651,2,29,1,even,8477947,GOAL,74.0,-1.0
1,15,15,8474651,3,29,1,even,8473914,GOAL,76.0,-3.0
1,15,15,8474651,4,29,1,pp,8477495,GOAL,36.0,7.0
0,10,10,8475883,1,14,1,even,8470543,GOAL,70.0,-2.0
1,10,14,8476883,1,14,1,even,8474037,GOAL,-72.0,4.0
2,10,14,8476883,1,14,1,even,8478483,GOAL,-72.0,1.0
2,10,10,8475883,2,14,2,even,8474870,GOAL,-75.0,-7.0
2,10,10,8475883,3,14,2,even,8477454,GOAL,-67.0,1.0
3,10,14,8476883,3,14,3,sh,8475098,GOAL,-65.0,-12.0
0,23,23,8474593,1,21,1,pp,8478420,GOAL,-54.0,13.0
0,23,23,8474593,2,21,3,even,8477492,GOAL,-70.0,-20.0
1,23,21,8473575,2,21,3,even,8467875,GOAL,75.0,18.0
1,54,26,8471734,0,26,1,even,8475287,GOAL,58.0,-19.0
2,54,26,8471734,0,26,3,even,8475191,GOAL,75.0,6.0
2,54,54,8470594,1,26,3,pp,8470604,GOAL,-70.0,14.0
2,54,54,8470594,2,26,3,even,8471685,GOAL,-78.0,20.0
2,54,54,8470594,3,26,4,pp,8470606,GOAL,79.0,-3.0
1,12,6,8471695,0,6,1,even,8476934,GOAL,-75.0,4.0
1,12,12,8474152,1,6,1,even,8470041,GOAL,74.0,3.0
2,12,6,8471695,1,6,1,pp,8476882,GOAL,-70.0,33.0
3,12,6,8471695,1,6,1,even,8478427,GOAL,-71.0,1.0
3,12,12,8474152,2,6,1,even,8474062,GOAL,77.0,7.0
3,12,12,8474152,3,6,2,even,8474739,GOAL,-71.0,18.0
3,12,12,8474152,4,6,4,even,8479325,GOAL,-61.0,19.0
0,1,1,8476234,1,5,1,even,8471675,GOAL,82.0,3.0
1,1,5,8479193,1,5,1,even,8475151,GOAL,-49.0,-16.0
2,1,5,8479193,1,5,2,pp,8475791,GOAL,77.0,-12.0
2,1,1,8476234,2,5,2,even,8471436,GOAL,-68.0,5.0
3,1,5,8479193,2,5,3,even,8476474,GOAL,-86.0,-2.0
0,9,9,8477237,1,15,1,even,8475744,GOAL,-81.0,12.0
0,9,9,8477237,2,15,2,even,8476880,GOAL,49.0,10.0
1,9,15,8475831,2,15,2,even,8474884,GOAL,-53.0,3.0
1,9,9,8477237,3,15,2,even,8475744,GOAL,88.0,-5.0
2,9,15,8475831,3,15,3,even,8474578,GOAL,90.0,-19.0
0,10,10,8470147,1,13,1,pp,8477493,GOAL,-79.0,-7.0
0,10,10,8470147,2,13,2,even,8476456,GOAL,83.0,5.0
1,10,13,8466141,2,13,2,even,8468575,GOAL,-79.0,12.0
2,10,13,8466141,2,13,2,even,8475786,GOAL,-76.0,-3.0
2,10,10,8470147,3,13,4,even,8477955,GOAL,66.0,5.0
0,19,19,8474596,1,30,1,pp,8475722,GOAL,-75.0,0.0
0,19,19,8474596,2,30,1,even,8475798,GOAL,-87.0,-3.0
1,19,30,8471227,2,30,1,even,8475765,GOAL,76.0,2.0
1,19,19,8474596,3,30,1,even,8475798,GOAL,-80.0,0.0
2,19,30,8471227,3,30,2,pp,8474565,GOAL,-82.0,2.0
2,19,19,8475622,4,30,2,pp,8470595,GOAL,81.0,-3.0
2,19,19,8475622,5,30,2,even,8469459,GOAL,84.0,27.0
3,19,30,8471227,5,30,2,pp,8475765,GOAL,-76.0,15.0
3,19,19,8475622,6,30,2,even,8474716,GOAL,79.0,-1.0
3,19,19,8475622,7,30,3,even,8470595,GOAL,-70.0,1.0
3,19,19,8475622,8,30,3,even,8470595,GOAL,-82.0,5.0
0,18,18,8471469,1,52,2,even,8468611,GOAL,58.0,-1.0
1,18,52,8476945,1,52,2,even,8475225,GOAL,-78.0,-14.0
1,18,18,8471469,2,52,2,even,8476460,GOAL,78.0,2.0
1,18,18,8471469,3,52,2,pp,8476460,GOAL,73.0,0.0
2,18,52,8476945,3,52,2,even,8474068,GOAL,-69.0,13.0
3,18,52,8476945,3,52,2,pp,8475218,GOAL,-45.0,19.0
3,18,18,8471469,4,52,2,even,8477940,GOAL,65.0,-25.0
3,18,18,8471469,5,52,3,sh,8471669,GOAL,-88.0,19.0
4,18,52,8476945,5,52,3,even,8475225,GOAL,72.0,21.0
5,18,52,8476945,5,52,3,even,8475793,GOAL,76.0,-22.0
6,18,52,8476945,5,52,3,even,8477451,GOAL,83.0,-5.0
0,20,20,8476903,1,25,1,even,8476913,GOAL,-76.0,-16.0
0,20,20,8476903,2,25,2,pp,8475794,GOAL,79.0,-13.0
0,26,26,8475789,1,54,1,even,8476448,GOAL,-79.0,6.0
1,26,54,8476509,1,54,1,even,8475160,GOAL,79.0,0.0
2,26,54,8476509,1,54,2,even,8475726,GOAL,-68.0,-24.0
3,26,54,8476509,1,54,2,even,8471685,GOAL,-82.0,-8.0
4,26,54,8476509,1,54,3,pp,8470604,GOAL,84.0,3.0
1,22,28,8474889,0,28,1,even,8478402,GOAL,-76.0,11.0
1,22,22,8475660,1,28,2,even,8470794,GOAL,-77.0,4.0
1,22,22,8475660,2,28,2,even,8474027,GOAL,-31.0,23.0
1,22,22,8475660,3,28,2,even,8478414,GOAL,-75.0,0.0
1,22,22,8475660,4,28,2,even,8474053,GOAL,-73.0,0.0
2,22,28,8474889,4,28,3,even,8479344,GOAL,-77.0,-5.0
1,2,8,8474550,0,8,1,even,8478445,GOAL,83.0,4.0
1,2,2,8470860,1,8,1,even,8474038,GOAL,-69.0,-1.0
1,2,2,8470860,2,8,2,pp,8477494,GOAL,66.0,27.0
1,2,2,8470860,3,8,2,even,8477957,GOAL,76.0,12.0
0,7,7,8473434,1,14,1,even,8476195,GOAL,71.0,5.0
1,7,14,8476883,1,14,3,even,8478542,GOAL,-59.0,-18.0
2,7,14,8476883,1,14,4,pp,8469506,GOAL,54.0,19.0
0,17,17,8470657,1,19,2,even,8470105,GOAL,-78.0,1.0
0,17,17,8470657,2,19,3,even,8474565,GOAL,66.0,-16.0
1,17,19,8475622,2,19,3,even,8476960,GOAL,-63.0,-14.0
1,20,21,8473575,0,21,1,sh,8474150,GOAL,84.0,-7.0
2,20,21,8473575,0,21,2,sh,8473564,GOAL,-82.0,-7.0
2,20,20,8479496,1,21,2,pp,8477492,GOAL,60.0,13.0
2,20,20,8479496,2,21,2,even,8477507,GOAL,60.0,27.0
2,20,20,8479496,3,21,2,sh,8475197,GOAL,87.0,10.0
2,20,20,8479496,4,21,2,even,8476442,GOAL,76.0,3.0
1,3,23,8474593,0,23,1,even,8475763,GOAL,84.0,-7.0
2,3,23,8474593,0,23,1,even,8476918,GOAL,69.0,-2.0
3,3,23,8474593,0,23,1,even,8475763,GOAL,70.0,-2.0
3,3,3,8468685,1,23,1,even,8478444,GOAL,-65.0,-10.0
3,3,3,8468685,2,23,1,pp,8477500,GOAL,-79.0,7.0
3,3,3,8468685,3,23,2,even,8467875,GOAL,50.0,0.0
4,3,23,8475195,3,23,2,even,8476480,GOAL,-72.0,1.0
4,3,3,8468685,4,23,3,even,8477958,GOAL,-75.0,-11.0
5,3,23,8475195,4,23,3,even,8476459,GOAL,79.0,-1.0
5,3,3,8468685,5,23,3,even,8478444,GOAL,-72.0,-4.0
6,3,23,8475195,5,23,4,even,8477337,GOAL,-72.0,-20.0
1,5,6,8471695,0,6,1,even,8476874,GOAL,-70.0,-6.0
1,5,5,8479193,1,6,1,even,8471276,GOAL,82.0,5.0
1,5,5,8479193,2,6,1,even,8474062,GOAL,79.0,-1.0
1,5,5,8479193,3,6,1,pp,8470041,GOAL,81.0,9.0
2,5,6,8471695,3,6,1,even,8473548,GOAL,-84.0,12.0
2,5,5,8477465,4,6,1,even,8470655,GOAL,69.0,-18.0
2,5,5,8477465,5,6,1,even,8476792,GOAL,35.0,23.0
3,5,6,8471695,5,6,1,even,8475772,GOAL,-61.0,-21.0
3,5,5,8477465,6,6,2,pp,8471276,GOAL,-83.0,8.0
3,5,5,8477465,7,6,2,pp,8471276,GOAL,-82.0,-9.0
3,5,5,8477465,8,6,2,even,8477956,GOAL,-75.0,6.0
4,5,6,8471695,8,6,3,even,8476874,GOAL,-36.0,-17.0
1,12,4,8475852,0,4,1,even,8468508,GOAL,85.0,0.0
2,12,4,8475852,0,4,2,pp,8476882,GOAL,-81.0,-3.0
3,12,4,8475852,0,4,2,even,8468508,GOAL,-82.0,4.0
3,12,12,8470320,1,4,3,even,8478439,GOAL,79.0,12.0
4,12,4,8475852,1,4,3,even,8478427,GOAL,63.0,-20.0
0,1,1,8471239,1,13,1,even,8477493,GOAL,21.0,6.0
1,1,13,8466141,1,13,2,pp,8475791,GOAL,-47.0,39.0
1,1,1,8471239,2,13,3,even,8479553,GOAL,-91.0,16.0
1,1,1,8471239,3,13,3,even,8477493,GOAL,-79.0,5.0
2,1,13,8466141,3,13,3,even,8479407,GOAL,75.0,-11.0
1,14,25,8471750,0,25,1,even,8478010,GOAL,85.0,-6.0
1,14,14,8475839,1,25,1,pp,8475794,GOAL,-53.0,-15.0
1,14,14,8475839,2,25,2,even,8475794,GOAL,73.0,8.0
2,14,25,8471750,2,25,2,even,8478519,GOAL,-75.0,-22.0
3,14,25,8471750,2,25,2,even,8473986,GOAL,-81.0,0.0
4,14,25,8471750,2,25,2,even,8474564,GOAL,-68.0,8.0
4,14,14,8475839,3,25,3,even,8476439,GOAL,-63.0,9.0
4,14,14,8475839,4,25,3,even,8477406,GOAL,-83.0,-20.0
5,14,25,8471750,4,25,4,even,8476195,GOAL,-78.0,7.0
0,18,18,8471469,1,22,1,even,8478402,GOAL,84.0,2.0
0,18,18,8471469,2,22,1,pp,8477934,GOAL,62.0,25.0
1,18,22,8475660,2,22,2,even,8468486,GOAL,81.0,2.0
2,18,22,8475660,2,22,2,even,8478042,GOAL,79.0,-4.0
3,18,22,8475660,2,22,3,even,8478042,GOAL,-76.0,3.0
4,18,22,8475660,2,22,3,even,8475766,GOAL,-69.0,-15.0
1,30,53,8477293,0,53,1,even,8470610,GOAL,-65.0,9.0
1,30,30,8471774,1,53,2,pp,8479345,GOAL,-62.0,27.0
1,30,30,8471774,2,53,3,even,8477989,GOAL,80.0,3.0
2,30,53,8477293,2,53,3,pp,8469459,GOAL,-81.0,5.0
2,30,30,8471774,3,53,3,even,8475209,GOAL,66.0,-28.0
2,30,30,8471774,4,53,3,even,8475246,GOAL,61.0,-27.0
3,30,53,8477293,4,53,3,even,8464989,GOAL,-78.0,-3.0
1,29,26,8471734,0,26,1,even,8474715,GOAL,81.0,5.0
2,29,26,8471734,0,26,1,even,8477495,GOAL,45.0,-1.0
2,29,29,8476914,1,26,2,even,8470775,GOAL,63.0,-25.0
2,29,29,8476914,2,26,2,even,8480113,GOAL,76.0,1.0
2,29,29,8476914,3,26,2,pp,8476871,GOAL,81.0,-5.0
2,29,29,8476914,4,26,3,sh,8470604,GOAL,-78.0,-11.0
2,29,29,8476914,5,26,3,even,8480113,GOAL,-57.0,3.0
1,16,28,8474889,0,28,1,even,8473573,GOAL,-70.0,5.0
1,16,16,8475234,1,28,1,even,8470794,GOAL,80.0,12.0
1,16,16,8475234,2,28,1,even,8474053,GOAL,82.0,3.0
1,16,16,8475234,3,28,2,even,8478099,GOAL,-74.0,-10.0
1,16,16,8475234,4,28,2,even,8478414,GOAL,-71.0,-1.0
1,16,16,8475234,5,28,2,even,8470794,GOAL,-82.0,5.0
1,16,16,8475234,6,28,2,even,8471709,GOAL,-81.0,1.0
1,16,16,8476341,7,28,3,even,8476624,GOAL,92.0,-16.0
2,16,28,8474889,7,28,3,even,8477951,GOAL,-61.0,5.0
1,8,2,8470860,0,2,1,even,8475848,GOAL,-73.0,-7.0
1,8,8,8479292,1,2,1,even,8479206,GOAL,73.0,-5.0
2,8,2,8470860,1,2,2,sh,8476851,GOAL,82.0,-4.0
2,8,8,8479292,2,2,2,even,8474573,GOAL,-69.0,0.0
3,8,2,8470860,2,2,2,even,8476851,GOAL,60.0,-17.0
3,8,8,8479292,3,2,2,pp,8475754,GOAL,-69.0,-3.0
4,8,2,8470860,3,2,3,even,8474038,GOAL,-73.0,4.0
5,8,2,8470860,3,2,3,even,8478454,GOAL,-38.0,10.0
0,7,7,8475215,1,13,1,even,8476875,GOAL,-49.0,6.0
1,7,13,8473503,1,13,1,even,8477933,GOAL,78.0,-9.0
1,7,7,8475215,2,13,1,pp,8477932,GOAL,-62.0,10.0
1,7,7,8475215,3,13,2,even,8477493,GOAL,72.0,-15.0
1,7,7,8475215,4,13,2,even,8474098,GOAL,78.0,9.0
0,1,1,8476234,1,12,2,even,8478585,GOAL,79.0,7.0
1,1,12,8470320,1,12,2,pp,8475791,GOAL,-59.0,9.0
1,1,1,8476234,2,12,3,even,8476882,GOAL,-74.0,1.0
1,17,52,8476945,0,52,1,pp,8468509,GOAL,43.0,-6.0
1,17,17,8470657,1,52,1,even,8479339,GOAL,-70.0,5.0
1,17,17,8470657,2,52,1,even,8475279,GOAL,-46.0,14.0
1,17,17,8470657,3,52,2,even,8470834,GOAL,77.0,13.0
2,17,52,8476945,3,52,2,even,8477511,GOAL,-74.0,-1.0
2,17,17,8470657,4,52,2,even,8479339,GOAL,69.0,-16.0
3,17,52,8476945,4,52,3,even,8470110,GOAL,70.0,-3.0
0,30,30,8471227,1,21,1,even,8476455,GOAL,-75.0,-2.0
0,30,30,8471227,2,21,1,pp,8477492,GOAL,-63.0,-16.0
0,30,30,8471227,3,21,2,even,8475197,GOAL,63.0,-1.0
0,30,30,8471227,4,21,2,even,8477492,GOAL,58.0,-8.0
0,30,30,8471227,5,21,2,even,8471262,GOAL,77.0,29.0
0,30,30,8471774,6,21,2,even,8478420,GOAL,77.0,-8.0
1,30,21,8473575,6,21,2,even,8469459,GOAL,-77.0,28.0
1,30,30,8471774,7,21,3,even,8476442,GOAL,-74.0,4.0
1,3,20,8476903,0,20,1,even,8475763,GOAL,85.0,3.0
1,3,3,8468685,1,20,1,even,8476967,GOAL,-72.0,-14.0
2,3,20,8476903,1,20,2,even,8477402,GOAL,-88.0,-5.0
3,3,20,8476903,1,20,2,even,8475727,GOAL,-79.0,0.0
0,18,18,8477424,1,23,1,pp,8477500,GOAL,-80.0,1.0
0,18,18,8477424,2,23,2,even,8474091,GOAL,73.0,-4.0
1,18,23,8474593,2,23,2,even,8467370,GOAL,-78.0,-4.0
2,18,23,8474593,2,23,3,sh,8477942,GOAL,71.0,18.0
2,18,18,8477424,3,23,3,even,8467875,GOAL,-87.0,6.0
3,18,23,8474593,3,23,3,even,8475176,GOAL,40.0,21.0
4,18,23,8474593,3,23,4,even,8475714,GOAL,-64.0,10.0
0,9,9,8467950,1,54,1,even,8475191,GOAL,-79.0,-3.0
1,9,54,8470594,1,54,1,even,8475913,GOAL,82.0,-6.0
1,9,9,8467950,2,54,1,pp,8476525,GOAL,-38.0,14.0
2,9,54,8470594,2,54,2,even,8471676,GOAL,-68.0,1.0
3,9,54,8470594,2,54,2,pp,8475168,GOAL,-66.0,-19.0
4,9,54,8470594,2,54,2,even,8476419,GOAL,-45.0,17.0
4,9,9,8467950,3,54,3,pp,8476448,GOAL,-57.0,-15.0
4,9,9,8467950,4,54,3,sh,8477846,GOAL,-64.0,-11.0
5,9,54,8470594,4,54,3,even,8470358,GOAL,77.0,-3.0
1,29,24,8476434,0,24,1,even,8477947,GOAL,-77.0,-1.0
1,29,29,8475683,1,24,1,even,8476483,GOAL,77.0,3.0
1,29,29,8475683,2,24,2,sh,8471699,GOAL,-64.0,1.0
1,29,29,8475683,3,24,2,even,8476312,GOAL,-79.0,-1.0
1,29,29,8475683,4,24,3,even,8475764,GOAL,47.0,3.0
2,29,24,8476434,4,24,3,even,8478460,GOAL,-44.0,5.0
1,4,14,8476883,0,14,1,pp,8479974,GOAL,-75.0,-3.0
1,4,4,8475852,1,14,1,pp,8474564,GOAL,59.0,27.0
2,4,14,8476883,1,14,1,even,8474161,GOAL,-73.0,-1.0
3,4,14,8476883,1,14,1,even,8477462,GOAL,-55.0,-1.0
3,4,4,8475852,2,14,2,sh,8475167,GOAL,-71.0,-34.0
3,4,4,8475852,3,14,2,even,8471958,GOAL,-37.0,16.0
4,4,14,8476883,3,14,2,even,8474627,GOAL,50.0,-23.0
5,4,14,8476883,3,14,3,even,8478500,GOAL,-36.0,-20.0
5,4,4,8475852,4,14,3,even,8476468,GOAL,71.0,4.0
5,4,4,8475852,5,14,3,even,8474564,GOAL,67.0,8.0
5,4,4,8475852,6,14,3,even,8475167,GOAL,37.0,2.0
6,4,14,8476883,6,14,3,even,8473512,GOAL,-70.0,8.0
1,16,26,8471734,0,26,1,even,8477851,GOAL,51.0,-8.0
1,16,16,8476341,1,26,2,even,8476871,GOAL,61.0,1.0
1,16,16,8476341,2,26,2,even,8474166,GOAL,74.0,-3.0
1,16,16,8476341,3,26,2,even,8480113,GOAL,56.0,-5.0
2,16,26,8471734,3,26,3,sh,8473573,GOAL,67.0,1.0
3,16,26,8471734,3,26,3,even,8476994,GOAL,55.0,3.0
4,16,26,8471734,3,26,3,pp,8473604,GOAL,53.0,-22.0
1,8,6,8471418,0,6,1,even,8475848,GOAL,-63.0,4.0
1,8,8,8474550,1,6,3,pp,8478498,GOAL,76.0,2.0
1,8,8,8474550,2,6,4,even,8473419,GOAL,-71.0,8.0
1,2,5,8477465,0,5,1,even,8475869,GOAL,-55.0,35.0
1,2,2,8476444,1,5,2,pp,8471887,GOAL,-79.0,0.0
2,2,5,8477465,1,5,3,even,8475314,GOAL,-79.0,2.0
2,2,2,8476444,2,5,3,even,8473544,GOAL,78.0,-1.0
2,2,2,8476444,3,5,4,even,8471675,GOAL,-75.0,15.0
0,10,10,8475883,1,15,1,pp,8475744,GOAL,81.0,6.0
1,10,15,8474651,1,15,1,even,8475786,GOAL,-82.0,1.0
1,10,10,8475883,2,15,1,even,8471214,GOAL,77.0,4.0
1,10,10,8475883,3,15,1,pp,8473563,GOAL,83.0,-4.0
2,10,15,8474651,3,15,2,even,8475172,GOAL,40.0,-25.0
2,10,10,8475883,4,15,2,even,8474590,GOAL,-77.0,3.0
2,10,10,8475883,5,15,2,even,8477944,GOAL,-75.0,-4.0
1,9,53,8477293,0,53,1,even,8476419,GOAL,-79.0,2.0
1,9,9,8477237,1,53,1,even,8475171,GOAL,57.0,-13.0
1,9,9,8477237,2,53,2,even,8476921,GOAL,-79.0,-1.0
1,3,22,8475660,0,22,1,even,8475184,GOAL,-82.0,-8.0
1,3,3,8480382,1,22,2,even,8478402,GOAL,-70.0,-23.0
2,3,22,8475660,1,22,2,pp,8476459,GOAL,84.0,13.0
3,3,22,8475660,1,22,2,even,8474008,GOAL,81.0,1.0
3,3,3,8480382,2,22,2,even,8476454,GOAL,-70.0,-9.0
0,4,4,8475852,1,13,1,pp,8477493,GOAL,-80.0,3.0
0,4,4,8475852,2,13,1,even,8474149,GOAL,-76.0,-18.0
0,4,4,8475852,3,13,2,even,8474149,GOAL,62.0,4.0
0,4,4,8475852,4,13,3,pp,8476456,GOAL,-78.0,1.0
1,4,13,8466141,4,13,3,even,8478439,GOAL,84.0,-12.0
1,18,21,8473575,0,21,1,even,8475766,GOAL,45.0,-5.0
1,18,18,8471469,1,21,1,even,8477507,GOAL,-57.0,-5.0
2,18,21,8473575,1,21,2,pp,8474068,GOAL,-64.0,-30.0
2,18,18,8471469,2,21,3,even,8476442,GOAL,-69.0,-16.0
2,18,18,8471469,3,21,3,pp,8478420,GOAL,-75.0,30.0
3,18,21,8473575,3,21,3,even,8475176,GOAL,42.0,29.0
4,18,21,8473575,3,21,4,even,8476887,GOAL,-81.0,23.0
0,16,16,8476341,1,24,1,pp,8476483,GOAL,79.0,-2.0
0,16,16,8476341,2,24,1,even,8470621,GOAL,79.0,-1.0
0,16,16,8476341,3,24,2,even,8477969,GOAL,-43.0,-25.0
0,16,16,8476341,4,24,2,even,8475164,GOAL,-60.0,6.0
1,16,24,8476434,4,24,2,even,8476430,GOAL,80.0,-2.0
2,16,24,8476434,4,24,3,even,8477951,GOAL,-78.0,7.0
2,16,16,8475234,5,24,3,even,8475164,GOAL,80.0,5.0
2,16,16,8475234,6,24,3,even,8470621,GOAL,82.0,6.0
3,16,24,8476434,6,24,3,even,8477951,GOAL,-81.0,-5.0
1,54,1,8471239,0,1,2,even,8474102,GOAL,75.0,-4.0
1,54,54,8470594,1,1,2,pp,8475222,GOAL,-60.0,-20.0
2,54,1,8471239,1,1,2,even,8468674,GOAL,39.0,-27.0
3,54,1,8471239,1,1,2,pp,8475193,GOAL,83.0,-4.0
3,54,54,8470594,2,1,2,even,8475791,GOAL,-84.0,4.0
1,52,12,8470320,0,12,1,even,8479339,GOAL,48.0,-4.0
1,52,52,8476945,1,12,1,even,8476882,GOAL,-83.0,-33.0
2,52,12,8470320,1,12,2,pp,8479339,GOAL,-67.0,-23.0
3,52,12,8470320,1,12,3,even,8471669,GOAL,78.0,23.0
3,52,52,8476945,2,12,3,even,8473533,GOAL,-73.0,7.0
1,17,30,8471227,0,30,1,even,8471716,GOAL,66.0,10.0
1,17,17,8470657,1,30,2,pp,8470595,GOAL,83.0,-4.0
1,17,17,8470657,2,30,2,even,8470610,GOAL,82.0,6.0
1,17,17,8470657,3,30,3,even,8475722,GOAL,-62.0,38.0
1,29,28,8474889,0,28,1,even,8473422,GOAL,-50.0,-12.0
2,29,28,8474889,0,28,1,even,8477947,GOAL,-80.0,-5.0
3,29,28,8474889,0,28,2,even,8478550,GOAL,71.0,1.0
3,29,29,8475683,1,28,2,even,8475820,GOAL,-80.0,6.0
3,29,29,8475683,2,28,3,even,8475169,GOAL,53.0,11.0
0,10,10,8475883,1,7,1,pp,8477933,GOAL,76.0,1.0
0,10,10,8475883,2,7,1,even,8469506,GOAL,67.0,0.0
1,10,7,8473434,2,7,1,pp,8473463,GOAL,-77.0,5.0
2,10,7,8473434,2,7,2,even,8473463,GOAL,76.0,0.0
2,10,10,8475883,3,7,2,even,8476878,GOAL,-81.0,0.0
2,10,10,8475883,4,7,2,even,8475158,GOAL,-66.0,14.0
2,10,10,8475883,5,7,3,even,8475728,GOAL,77.0,5.0
3,10,7,8473434,5,7,3,pp,8478483,GOAL,-76.0,30.0
0,20,20,8476903,1,5,1,even,8477244,GOAL,51.0,-3.0
0,20,20,8476903,2,5,1,even,8471215,GOAL,80.0,-3.0
1,20,5,8477465,2,5,1,even,8470966,GOAL,-56.0,-33.0
2,20,5,8477465,2,5,1,even,8474150,GOAL,-80.0,2.0
2,20,20,8476903,3,5,2,pp,8471724,GOAL,-68.0,24.0
3,20,5,8477465,3,5,2,even,8471426,GOAL,82.0,-7.0
3,20,20,8476903,4,5,4,even,8474602,GOAL,-73.0,-7.0
0,9,9,8467950,1,25,1,pp,8475794,GOAL,-87.0,-20.0
1,9,25,8470140,1,25,2,pp,8474884,GOAL,-73.0,10.0
2,9,25,8470140,1,25,3,even,8475168,GOAL,70.0,18.0
2,9,9,8467950,2,25,3,even,8475794,GOAL,-62.0,19.0
3,9,25,8470140,2,25,4,even,8474578,GOAL,-78.0,0.0
1,53,22,8475660,0,22,1,even,8474218,GOAL,-32.0,26.0
1,53,53,8475311,1,22,1,sh,8476915,GOAL,87.0,3.0
1,53,53,8475311,2,22,1,even,8473473,GOAL,52.0,21.0
1,53,53,8475311,3,22,1,pp,8479344,GOAL,68.0,7.0
2,53,22,8475660,3,22,3,even,8477989,GOAL,-81.0,-9.0
3,53,22,8475660,3,22,3,even,8471769,GOAL,-61.0,4.0
3,53,53,8475311,4,22,4,even,8476472,GOAL,-75.0,-8.0
1,2,23,8474593,0,23,1,even,8474573,GOAL,78.0,-5.0
2,2,23,8474593,0,23,2,even,8475166,GOAL,-78.0,20.0
2,2,2,8470860,1,23,2,even,8476894,GOAL,74.0,0.0
2,2,2,8470860,2,23,2,pp,8475423,GOAL,70.0,1.0
2,2,2,8470860,3,23,3,even,8477937,GOAL,-71.0,3.0
3,2,23,8474593,3,23,3,pp,8474586,GOAL,72.0,4.0
3,2,2,8470860,4,23,4,even,8476894,GOAL,77.0,5.0
0,17,17,8477225,1,6,1,even,8476792,GOAL,41.0,10.0
0,17,17,8477225,2,6,1,even,8478498,GOAL,70.0,3.0
1,17,6,8471418,2,6,1,pp,8470144,GOAL,-61.0,0.0
2,17,6,8471418,2,6,1,even,8471242,GOAL,-72.0,21.0
2,17,17,8477225,3,6,1,pp,8476792,GOAL,72.0,16.0
2,17,17,8477225,4,6,2,pp,8473419,GOAL,-81.0,29.0
3,17,6,8471418,4,6,2,even,8477511,GOAL,67.0,-7.0
3,17,17,8470657,5,6,2,even,8473419,GOAL,-81.0,8.0
4,17,6,8471418,5,6,2,even,8477511,GOAL,71.0,0.0
5,17,6,8471418,5,6,3,even,8476924,GOAL,-68.0,3.0
5,17,17,8470657,6,6,4,even,8473419,GOAL,-79.0,8.0
0,8,8,8479292,1,1,1,even,8476474,GOAL,73.0,5.0
0,8,8,8479292,2,1,1,even,8476399,GOAL,79.0,4.0
0,8,8,8479292,3,1,1,pp,8471233,GOAL,79.0,2.0
0,8,8,8479292,4,1,1,pp,8471233,GOAL,68.0,-10.0
1,8,1,8476234,4,1,2,sh,8475848,GOAL,84.0,-6.0
1,8,8,8479292,5,1,2,pp,8474034,GOAL,-81.0,-4.0
1,8,8,8479292,6,1,2,even,8470619,GOAL,-79.0,-6.0
2,8,1,8476234,6,1,2,even,8477455,GOAL,79.0,-3.0
3,8,1,8476234,6,1,3,even,8477455,GOAL,-79.0,4.0
4,8,1,8476234,6,1,3,even,8475278,GOAL,-85.0,-6.0
1,52,3,8468685,0,3,1,even,8479339,GOAL,68.0,20.0
2,52,3,8468685,0,3,2,even,8479339,GOAL,-60.0,-8.0
0,54,54,8470594,1,29,1,even,8478550,GOAL,81.0,-1.0
1,54,29,8476914,1,29,2,even,8475287,GOAL,64.0,-3.0
1,54,54,8470594,2,29,2,even,8478460,GOAL,-43.0,-19.0
1,54,54,8470594,3,29,2,even,8474013,GOAL,-48.0,-40.0
0,13,13,8466141,1,14,1,even,8476826,GOAL,79.0,-9.0
0,13,13,8466141,2,14,1,even,8476468,GOAL,72.0,-2.0
1,13,14,8476883,2,14,1,even,8475760,GOAL,-85.0,19.0
1,13,13,8466141,3,14,2,even,8476826,GOAL,-56.0,16.0
2,13,14,8476883,3,14,2,even,8475760,GOAL,76.0,1.0
2,13,13,8466141,4,14,2,even,8473986,GOAL,-71.0,-5.0
