away,away_id,d_team,defender,home,home_id,period,pp_status,shooter,type,x,y
0,5,53,8474613,0,53,1,even,8471724,BLOCKED_SHOT,-65.0,-11.0
0,5,53,8471274,0,53,1,sh,8471675,BLOCKED_SHOT,-60.0,20.0
0,5,5,8474013,0,53,1,even,8479343,BLOCKED_SHOT,67.0,14.0
0,5,53,8474218,0,53,1,even,8475208,BLOCKED_SHOT,-61.0,-15.0
0,5,53,8476921,0,53,1,even,8471724,BLOCKED_SHOT,-61.0,7.0
0,5,53,8474218,0,53,1,even,8471675,BLOCKED_SHOT,-82.0,-9.0
0,5,5,8475208,0,53,1,even,8474218,BLOCKED_SHOT,53.0,-23.0
0,5,53,8471274,0,53,1,even,8477404,BLOCKED_SHOT,-63.0,-11.0
0,5,53,8474218,0,53,1,sh,8473548,BLOCKED_SHOT,-64.0,3.0
0,5,5,8477244,0,53,2,pp,8476356,BLOCKED_SHOT,-84.0,24.0
0,5,53,8474218,0,53,2,even,8471724,BLOCKED_SHOT,60.0,-1.0
0,5,5,8475810,0,53,2,even,8474568,BLOCKED_SHOT,-58.0,11.0
0,5,53,8478440,0,53,2,even,8471724,BLOCKED_SHOT,51.0,-21.0
0,5,53,8474613,0,53,2,even,8471675,BLOCKED_SHOT,86.0,-9.0
0,5,53,8476921,0,53,2,sh,8471724,BLOCKED_SHOT,64.0,-3.0
0,5,53,8475171,0,53,2,sh,8471215,BLOCKED_SHOT,78.0,-3.0
0,5,5,8475208,0,53,2,even,8474218,BLOCKED_SHOT,-68.0,9.0
1,5,5,8476874,0,53,2,even,8474218,BLOCKED_SHOT,-78.0,29.0
2,5,53,8477407,1,53,3,even,8477240,BLOCKED_SHOT,-59.0,24.0
2,5,5,8476874,1,53,3,sh,8479343,BLOCKED_SHOT,61.0,-8.0
2,5,5,8471436,1,53,3,sh,8474613,BLOCKED_SHOT,73.0,15.0
2,5,5,8474013,1,53,3,even,8478432,BLOCKED_SHOT,62.0,16.0
2,5,5,8475810,1,53,3,even,8475171,BLOCKED_SHOT,41.0,20.0
2,5,5,8477404,1,53,3,even,8474218,BLOCKED_SHOT,43.0,-22.0
2,5,5,8475208,2,53,3,even,8477407,BLOCKED_SHOT,44.0,-22.0
2,5,53,8475171,2,53,3,even,8471887,BLOCKED_SHOT,-83.0,10.0
0,14,14,8478010,0,21,1,even,8475747,BLOCKED_SHOT,-63.0,-10.0
0,14,21,8476442,0,21,1,even,8474870,BLOCKED_SHOT,46.0,7.0
0,14,14,8474870,0,21,1,even,8476855,BLOCKED_SHOT,-76.0,5.0
0,14,14,8476975,0,21,1,even,8477413,BLOCKED_SHOT,-69.0,10.0
0,14,14,8471958,0,21,1,even,8478073,BLOCKED_SHOT,-58.0,9.0
0,14,14,8471958,0,21,1,sh,8477492,BLOCKED_SHOT,-64.0,-11.0
0,14,14,8477009,0,21,1,even,8474717,BLOCKED_SHOT,-67.0,8.0
0,14,14,8479410,0,21,1,even,8479370,BLOCKED_SHOT,-66.0,2.0
0,14,14,8471958,0,21,2,sh,8477456,BLOCKED_SHOT,72.0,0.0
0,14,14,8471958,0,21,2,sh,8477492,BLOCKED_SHOT,78.0,11.0
0,14,14,8470601,0,21,2,even,8476855,BLOCKED_SHOT,42.0,-27.0
2,14,21,8474569,0,21,2,even,8476975,BLOCKED_SHOT,-70.0,0.0
4,14,14,8474870,1,21,2,even,8479398,BLOCKED_SHOT,34.0,25.0
4,14,21,8478073,1,21,2,sh,8474564,BLOCKED_SHOT,-63.0,13.0
4,14,14,8474870,1,21,2,even,8476455,BLOCKED_SHOT,47.0,30.0
5,14,21,8479398,3,21,3,even,8474564,BLOCKED_SHOT,45.0,24.0
5,14,21,8477507,4,21,3,sh,8476826,BLOCKED_SHOT,70.0,-6.0
5,14,21,8477507,4,21,3,sh,8476292,BLOCKED_SHOT,71.0,-1.0
6,14,14,8471958,4,21,3,even,8477492,BLOCKED_SHOT,-62.0,-3.0
6,14,14,8470601,4,21,3,even,8475197,BLOCKED_SHOT,-47.0,-11.0
6,14,21,8479370,5,21,3,even,8476480,BLOCKED_SHOT,76.0,-23.0
6,14,21,8475747,5,21,3,even,8476453,BLOCKED_SHOT,79.0,-5.0
6,14,14,8476292,5,21,3,even,8474717,BLOCKED_SHOT,-58.0,-16.0
6,14,14,8471958,5,21,3,even,8471262,BLOCKED_SHOT,-69.0,-10.0
6,14,14,8477009,5,21,3,even,8471262,BLOCKED_SHOT,-77.0,10.0
6,14,21,8476455,5,21,3,even,8476826,BLOCKED_SHOT,69.0,-9.0
6,14,14,8476292,5,21,3,even,8475197,BLOCKED_SHOT,-44.0,26.0
0,18,20,8476462,0,20,1,even,8475766,BLOCKED_SHOT,78.0,9.0
0,18,20,8470162,0,20,1,even,8475218,BLOCKED_SHOT,50.0,-19.0
0,18,18,8478042,0,20,1,even,8470966,BLOCKED_SHOT,-59.0,-4.0
0,18,20,8474628,0,20,1,sh,8475225,BLOCKED_SHOT,81.0,-6.0
0,18,18,8474009,0,20,1,even,8470966,BLOCKED_SHOT,-40.0,-30.0
0,18,20,8476873,0,20,1,pp,8476925,BLOCKED_SHOT,50.0,3.0
0,18,18,8475766,0,20,2,even,8474673,BLOCKED_SHOT,48.0,20.0
0,18,20,8474628,0,20,2,sh,8476925,BLOCKED_SHOT,-84.0,3.0
0,18,20,8477497,0,20,2,sh,8474056,BLOCKED_SHOT,-52.0,-4.0
1,18,18,8471296,0,20,2,sh,8475907,BLOCKED_SHOT,67.0,2.0
1,18,18,8474056,0,20,2,even,8476346,BLOCKED_SHOT,80.0,-3.0
1,18,18,8474009,0,20,2,even,8476462,BLOCKED_SHOT,60.0,0.0
1,18,18,8478042,0,20,2,even,8476462,BLOCKED_SHOT,62.0,2.0
1,18,20,8474673,0,20,2,even,8474600,BLOCKED_SHOT,-88.0,6.0
1,18,20,8470966,0,20,2,even,8474600,BLOCKED_SHOT,-83.0,17.0
2,18,20,8474612,0,20,2,even,8476925,BLOCKED_SHOT,-80.0,1.0
2,18,20,8476967,0,20,3,even,8476925,BLOCKED_SHOT,68.0,-19.0
2,18,18,8474009,0,20,3,even,8476462,BLOCKED_SHOT,-44.0,25.0
2,18,18,8477942,0,20,3,even,8474628,BLOCKED_SHOT,-47.0,26.0
2,18,20,8473564,0,20,3,sh,8474056,BLOCKED_SHOT,50.0,20.0
2,18,20,8474612,0,20,3,even,8474068,BLOCKED_SHOT,79.0,-5.0
2,18,18,8475714,0,20,3,sh,8471426,BLOCKED_SHOT,-76.0,-3.0
2,18,18,8475793,0,20,3,sh,8476462,BLOCKED_SHOT,-51.0,17.0
2,18,18,8475218,0,20,3,sh,8476462,BLOCKED_SHOT,-67.0,7.0
2,18,18,8475793,0,20,3,even,8475907,BLOCKED_SHOT,-58.0,-9.0
2,18,18,8474600,0,20,3,even,8470966,BLOCKED_SHOT,-63.0,-5.0
2,18,18,8471296,0,20,3,even,8474612,BLOCKED_SHOT,-79.0,2.0
2,18,18,8475218,0,20,3,even,8470966,BLOCKED_SHOT,-67.0,-8.0
2,18,18,8475218,0,20,3,even,8474150,BLOCKED_SHOT,-73.0,-5.0
2,18,18,8475868,0,20,3,even,8448208,BLOCKED_SHOT,-64.0,4.0
2,18,18,8475868,0,20,3,even,8474612,BLOCKED_SHOT,-66.0,10.0
2,18,20,8470966,0,20,3,even,8475225,BLOCKED_SHOT,85.0,-8.0
0,19,52,8474574,0,52,1,even,8476441,BLOCKED_SHOT,78.0,5.0
0,19,19,8478407,0,52,1,even,8468611,BLOCKED_SHOT,-76.0,-1.0
0,19,19,8474565,0,52,1,even,8479293,BLOCKED_SHOT,-67.0,5.0
0,19,52,8476460,0,52,1,even,8474145,BLOCKED_SHOT,34.0,-27.0
0,19,52,8473412,0,52,1,pp,8471743,BLOCKED_SHOT,71.0,3.0
0,19,52,8475279,0,52,1,even,8474125,BLOCKED_SHOT,71.0,-6.0
0,19,52,8477429,0,52,1,sh,8476892,BLOCKED_SHOT,73.0,0.0
0,19,52,8473412,0,52,1,sh,8474565,BLOCKED_SHOT,63.0,1.0
0,19,52,8477429,0,52,1,sh,8478407,BLOCKED_SHOT,62.0,-3.0
0,19,52,8477429,0,52,1,even,8478407,BLOCKED_SHOT,79.0,-3.0
0,19,52,8475279,0,52,1,even,8476436,BLOCKED_SHOT,81.0,0.0
0,19,19,8470105,0,52,1,even,8476460,BLOCKED_SHOT,-86.0,-7.0
0,19,19,8476436,0,52,1,even,8477504,BLOCKED_SHOT,-44.0,-21.0
0,19,52,8476469,0,52,1,even,8476441,BLOCKED_SHOT,42.0,-29.0
0,19,19,8474565,0,52,1,even,8473412,BLOCKED_SHOT,-45.0,-20.0
0,19,19,8474125,0,52,2,even,8476885,BLOCKED_SHOT,60.0,-7.0
0,19,19,8476441,0,52,2,even,8471218,BLOCKED_SHOT,74.0,-16.0
0,19,19,8474145,1,52,2,even,8479339,BLOCKED_SHOT,65.0,-19.0
0,19,52,8471218,1,52,2,even,8476441,BLOCKED_SHOT,-62.0,-6.0
0,19,19,8476441,1,52,2,even,8478398,BLOCKED_SHOT,85.0,-6.0
0,19,19,8475170,1,52,2,even,8476885,BLOCKED_SHOT,35.0,-26.0
0,19,19,8478407,1,52,2,even,8473618,BLOCKED_SHOT,77.0,9.0
0,19,52,8479293,1,52,2,even,8473534,BLOCKED_SHOT,-55.0,2.0
0,19,19,8474565,1,52,2,even,8473412,BLOCKED_SHOT,80.0,-11.0
0,19,19,8474565,1,52,2,even,8475179,BLOCKED_SHOT,79.0,0.0
0,19,19,8476436,1,52,2,even,8477940,BLOCKED_SHOT,78.0,1.0
0,19,52,8476392,2,52,2,even,8470257,BLOCKED_SHOT,-73.0,-8.0
0,19,19,8471669,2,52,3,even,8479339,BLOCKED_SHOT,-60.0,19.0
0,19,52,8477504,2,52,3,even,8475170,BLOCKED_SHOT,83.0,9.0
0,19,19,8474565,2,52,3,even,8475179,BLOCKED_SHOT,-64.0,-5.0
0,19,19,8476436,2,52,3,even,8477504,BLOCKED_SHOT,-41.0,-24.0
0,19,52,8475279,2,52,3,even,8470803,BLOCKED_SHOT,64.0,-25.0
0,19,19,8476897,3,52,3,even,8477359,BLOCKED_SHOT,-62.0,13.0
0,19,52,8471218,3,52,3,even,8474125,BLOCKED_SHOT,74.0,7.0
0,19,19,8475765,3,52,3,even,8476885,BLOCKED_SHOT,-40.0,22.0
0,30,30,8476856,0,16,1,sh,8470281,BLOCKED_SHOT,-75.0,-5.0
0,30,30,8474716,0,16,1,sh,8474141,BLOCKED_SHOT,-73.0,-9.0
0,30,30,8475722,0,16,1,even,8474642,BLOCKED_SHOT,-47.0,6.0
0,30,30,8470595,0,16,1,even,8474141,BLOCKED_SHOT,-69.0,-10.0
0,30,30,8475722,0,16,1,even,8476473,BLOCKED_SHOT,-41.0,3.0
0,30,16,8478055,0,16,1,even,8471476,BLOCKED_SHOT,79.0,12.0
0,30,30,8475722,1,16,1,even,8470607,BLOCKED_SHOT,-43.0,16.0
0,30,30,8475722,1,16,1,even,8470607,BLOCKED_SHOT,-39.0,30.0
0,30,16,8476473,1,16,1,sh,8475745,BLOCKED_SHOT,70.0,9.0
0,30,16,8470607,1,16,1,even,8478493,BLOCKED_SHOT,75.0,15.0
0,30,16,8476473,1,16,1,even,8469459,BLOCKED_SHOT,73.0,-5.0
0,30,16,8476473,1,16,1,pp,8474589,BLOCKED_SHOT,85.0,7.0
0,30,30,8474716,1,16,2,even,8473573,BLOCKED_SHOT,64.0,1.0
0,30,30,8478493,1,16,2,even,8476438,BLOCKED_SHOT,74.0,-4.0
0,30,30,8476856,1,16,2,sh,8473604,BLOCKED_SHOT,68.0,0.0
0,30,30,8475613,1,16,2,even,8478055,BLOCKED_SHOT,42.0,12.0
0,30,30,8474589,1,16,2,even,8476994,BLOCKED_SHOT,47.0,-17.0
0,30,30,8478493,1,16,2,sh,8470281,BLOCKED_SHOT,63.0,12.0
0,30,30,8474716,1,16,2,sh,8470281,BLOCKED_SHOT,77.0,7.0
0,30,16,8474739,1,16,2,even,8476856,BLOCKED_SHOT,-66.0,22.0
0,30,16,8474642,1,16,2,even,8476856,BLOCKED_SHOT,-76.0,13.0
0,30,16,8470281,1,16,2,even,8474716,BLOCKED_SHOT,-74.0,14.0
0,30,30,8470600,2,16,2,sh,8473604,BLOCKED_SHOT,77.0,-11.0
0,30,30,8476463,2,16,2,sh,8469544,BLOCKED_SHOT,73.0,-18.0
0,30,30,8476463,2,16,3,even,8473573,BLOCKED_SHOT,-69.0,5.0
0,30,30,8476856,3,16,3,even,8477401,BLOCKED_SHOT,-73.0,-2.0
0,30,16,8477401,3,16,3,even,8476856,BLOCKED_SHOT,63.0,-7.0
1,30,30,8475722,3,16,3,even,8476994,BLOCKED_SHOT,-73.0,-1.0
1,30,16,8479482,3,16,3,even,8476856,BLOCKED_SHOT,69.0,1.0
1,30,30,8469459,3,16,3,even,8474141,BLOCKED_SHOT,-79.0,-4.0
1,30,30,8470595,3,16,3,even,8474141,BLOCKED_SHOT,-81.0,14.0
1,30,30,8476463,3,16,3,sh,8474141,BLOCKED_SHOT,-76.0,10.0
1,30,16,8470281,4,16,3,sh,8471476,BLOCKED_SHOT,58.0,-1.0
1,30,30,8470600,4,16,3,even,8476994,BLOCKED_SHOT,-68.0,10.0
1,30,16,8470607,4,16,3,even,8475745,BLOCKED_SHOT,63.0,5.0
1,30,30,8474589,4,16,3,even,8474141,BLOCKED_SHOT,-60.0,3.0
0,20,23,8471303,0,23,1,even,8476346,BLOCKED_SHOT,71.0,-12.0
0,20,23,8470626,0,23,1,even,8476462,BLOCKED_SHOT,33.0,-31.0
0,20,23,8474584,0,23,1,even,8477903,BLOCKED_SHOT,71.0,-12.0
0,20,23,8471303,0,23,1,even,8470966,BLOCKED_SHOT,73.0,3.0
0,20,20,8474150,0,23,1,even,8467875,BLOCKED_SHOT,-72.0,-7.0
0,20,20,8474612,0,23,1,even,8470598,BLOCKED_SHOT,-65.0,-3.0
1,20,20,8474673,0,23,1,even,8474584,BLOCKED_SHOT,-76.0,-17.0
1,20,20,8470966,0,23,1,even,8478444,BLOCKED_SHOT,-76.0,9.0
1,20,23,8471303,0,23,1,even,8476462,BLOCKED_SHOT,78.0,0.0
1,20,20,8470966,0,23,1,sh,8474040,BLOCKED_SHOT,-69.0,0.0
1,20,23,8471303,0,23,1,even,8477497,BLOCKED_SHOT,73.0,-6.0
1,20,20,8476462,0,23,1,even,8470626,BLOCKED_SHOT,-52.0,-20.0
1,20,20,8476462,0,23,1,even,8467876,BLOCKED_SHOT,-49.0,21.0
1,20,23,8476884,0,23,1,even,8477497,BLOCKED_SHOT,55.0,-3.0
1,20,23,8478444,0,23,2,pp,8470966,BLOCKED_SHOT,-67.0,-15.0
1,20,20,8474673,0,23,2,sh,8477958,BLOCKED_SHOT,75.0,5.0
1,20,20,8470966,0,23,2,sh,8471303,BLOCKED_SHOT,78.0,2.0
1,20,20,8474628,0,23,2,even,8467875,BLOCKED_SHOT,79.0,-1.0
1,20,20,8474673,0,23,2,pp,8479442,BLOCKED_SHOT,50.0,-25.0
2,20,23,8471303,0,23,2,even,8474628,BLOCKED_SHOT,-74.0,5.0
2,20,20,8474612,0,23,2,even,8479442,BLOCKED_SHOT,78.0,-3.0
2,20,23,8474040,0,23,2,even,8474628,BLOCKED_SHOT,-78.0,0.0
2,20,20,8476967,0,23,2,even,8477937,BLOCKED_SHOT,-75.0,-20.0
2,20,23,8479442,0,23,2,even,8471426,BLOCKED_SHOT,-69.0,-27.0
2,20,23,8474584,0,23,2,even,8477935,BLOCKED_SHOT,-61.0,3.0
2,20,20,8474612,0,23,2,sh,8476884,BLOCKED_SHOT,62.0,2.0
4,20,20,8476873,0,23,2,even,8477958,BLOCKED_SHOT,63.0,-3.0
5,20,23,8476440,0,23,3,even,8470966,BLOCKED_SHOT,63.0,2.0
5,20,20,8476873,0,23,3,sh,8471303,BLOCKED_SHOT,-64.0,-21.0
5,20,20,8474628,1,23,3,even,8474584,BLOCKED_SHOT,-73.0,-2.0
5,20,23,8473415,1,23,3,even,8476462,BLOCKED_SHOT,79.0,0.0
5,20,20,8471426,1,23,3,even,8479442,BLOCKED_SHOT,-57.0,15.0
5,20,23,8471303,1,23,3,even,8475907,BLOCKED_SHOT,67.0,0.0
6,20,23,8471303,1,23,3,pp,8477935,BLOCKED_SHOT,66.0,7.0
6,20,20,8474612,1,23,3,sh,8477958,BLOCKED_SHOT,-76.0,-3.0
6,20,20,8474628,1,23,3,even,8474040,BLOCKED_SHOT,-82.0,-12.0
6,20,23,8475343,1,23,3,even,8476462,BLOCKED_SHOT,50.0,-18.0
0,13,13,8475796,0,54,1,even,8471707,BLOCKED_SHOT,-59.0,-20.0
1,13,13,8475755,0,54,1,even,8476448,BLOCKED_SHOT,-56.0,-16.0
2,13,13,8477932,1,54,1,even,8471707,BLOCKED_SHOT,-77.0,-23.0
2,13,13,8477493,1,54,1,even,8476525,BLOCKED_SHOT,-53.0,21.0
2,13,13,8473465,1,54,1,even,8476539,BLOCKED_SHOT,-37.0,-12.0
2,13,13,8471735,1,54,1,even,8476539,BLOCKED_SHOT,-60.0,5.0
2,13,13,8475755,1,54,1,even,8475715,BLOCKED_SHOT,-79.0,8.0
2,13,13,8476875,1,54,1,even,8475188,BLOCKED_SHOT,-63.0,3.0
2,13,54,8468674,1,54,1,even,8474149,BLOCKED_SHOT,67.0,23.0
2,13,13,8475796,1,54,1,even,8476539,BLOCKED_SHOT,-64.0,14.0
2,13,54,8475188,1,54,1,even,8473465,BLOCKED_SHOT,43.0,-26.0
2,13,13,8477932,2,54,1,even,8475188,BLOCKED_SHOT,-35.0,19.0
2,13,13,8471735,2,54,1,even,8477930,BLOCKED_SHOT,-67.0,14.0
2,13,13,8476875,2,54,2,even,8475287,BLOCKED_SHOT,66.0,12.0
2,13,54,8476525,2,54,2,even,8477955,BLOCKED_SHOT,-56.0,-25.0
2,13,54,8477930,2,54,2,even,8476456,BLOCKED_SHOT,-72.0,-7.0
2,13,54,8475188,2,54,2,even,8476456,BLOCKED_SHOT,-76.0,-1.0
2,13,54,8477220,2,54,2,even,8476456,BLOCKED_SHOT,-41.0,-32.0
2,13,13,8474098,2,54,2,even,8477930,BLOCKED_SHOT,53.0,-5.0
2,13,54,8477220,2,54,2,even,8477955,BLOCKED_SHOT,-77.0,-20.0
2,13,54,8477447,2,54,2,pp,8477452,BLOCKED_SHOT,35.0,-5.0
2,13,54,8477949,2,54,3,even,8473465,BLOCKED_SHOT,54.0,29.0
2,13,13,8468001,2,54,3,even,8477220,BLOCKED_SHOT,-55.0,2.0
2,13,54,8477220,3,54,3,even,8474149,BLOCKED_SHOT,59.0,20.0
2,13,13,8476875,3,54,3,even,8476525,BLOCKED_SHOT,-51.0,19.0
2,13,54,8475750,3,54,3,even,8476875,BLOCKED_SHOT,77.0,-17.0
2,13,54,8475188,3,54,3,even,8474149,BLOCKED_SHOT,49.0,-28.0
2,13,54,8476539,5,54,3,even,8477452,BLOCKED_SHOT,35.0,29.0
0,29,29,8471677,0,6,1,even,8465009,BLOCKED_SHOT,62.0,14.0
0,29,29,8477495,0,6,1,even,8473419,BLOCKED_SHOT,73.0,5.0
0,29,6,8474062,0,6,1,even,8478906,BLOCKED_SHOT,-55.0,-10.0
0,29,6,8476891,0,6,1,even,8478550,BLOCKED_SHOT,-64.0,7.0
0,29,6,8478443,0,6,1,even,8473422,BLOCKED_SHOT,-82.0,-13.0
0,29,29,8478906,0,6,1,even,8478075,BLOCKED_SHOT,74.0,-10.0
0,29,29,8478460,0,6,1,even,8477956,BLOCKED_SHOT,74.0,-13.0
0,29,29,8478460,0,6,1,even,8465009,BLOCKED_SHOT,64.0,10.0
0,29,6,8476374,0,6,1,even,8474715,BLOCKED_SHOT,-57.0,-20.0
0,29,6,8479325,0,6,1,even,8478550,BLOCKED_SHOT,-75.0,2.0
0,29,6,8476792,1,6,1,even,8476310,BLOCKED_SHOT,-63.0,-3.0
0,29,6,8473419,1,6,1,sh,8478460,BLOCKED_SHOT,-62.0,18.0
0,29,29,8476449,1,6,2,even,8475727,BLOCKED_SHOT,-69.0,-10.0
0,29,6,8476792,1,6,2,even,8477416,BLOCKED_SHOT,59.0,7.0
0,29,29,8477505,1,6,2,even,8465009,BLOCKED_SHOT,-66.0,16.0
0,29,29,8474715,1,6,2,even,8465009,BLOCKED_SHOT,-60.0,-17.0
0,29,29,8474685,1,6,2,even,8476191,BLOCKED_SHOT,-71.0,14.0
0,29,6,8476792,1,6,2,pp,8474715,BLOCKED_SHOT,71.0,3.0
0,29,29,8476981,2,6,2,even,8476792,BLOCKED_SHOT,-64.0,1.0
0,29,29,8476432,2,6,2,sh,8470638,BLOCKED_SHOT,-62.0,8.0
0,29,29,8475233,3,6,2,even,8465009,BLOCKED_SHOT,-72.0,9.0
0,29,29,8477495,3,6,2,even,8475727,BLOCKED_SHOT,-62.0,-8.0
0,29,29,8476449,3,6,2,even,8476374,BLOCKED_SHOT,-79.0,4.0
0,29,29,8477505,3,6,2,even,8477956,BLOCKED_SHOT,-64.0,-14.0
0,29,29,8478906,3,6,2,even,8479325,BLOCKED_SHOT,-71.0,8.0
0,29,29,8474715,3,6,2,sh,8476792,BLOCKED_SHOT,-58.0,3.0
0,29,6,8465009,3,6,3,pp,8477495,BLOCKED_SHOT,-58.0,-9.0
0,29,29,8476981,3,6,3,sh,8465009,BLOCKED_SHOT,53.0,20.0
0,29,6,8478443,3,6,3,even,8478460,BLOCKED_SHOT,-67.0,-13.0
0,29,29,8473422,3,6,3,even,8470655,BLOCKED_SHOT,57.0,-8.0
1,29,6,8476891,3,6,3,even,8478550,BLOCKED_SHOT,-73.0,13.0
1,29,6,8477213,4,6,3,even,8476432,BLOCKED_SHOT,-51.0,15.0
1,29,6,8476191,4,6,3,pp,8475233,BLOCKED_SHOT,-65.0,9.0
0,24,1,8472382,0,1,1,even,8468535,BLOCKED_SHOT,-81.0,15.0
1,24,1,8477355,0,1,1,even,8477941,BLOCKED_SHOT,-74.0,16.0
1,24,1,8476207,0,1,1,even,8475764,BLOCKED_SHOT,-65.0,-8.0
2,24,1,8470619,0,1,1,even,8476854,BLOCKED_SHOT,-50.0,-17.0
2,24,1,8475222,0,1,1,even,8475764,BLOCKED_SHOT,-72.0,-3.0
2,24,1,8477355,0,1,1,even,8469598,BLOCKED_SHOT,-74.0,-11.0
2,24,1,8479407,0,1,1,even,8477986,BLOCKED_SHOT,-67.0,13.0
2,24,1,8470619,0,1,1,even,8474641,BLOCKED_SHOT,-66.0,11.0
2,24,1,8475222,0,1,2,even,8476312,BLOCKED_SHOT,72.0,-1.0
2,24,24,8476407,0,1,2,even,8475791,BLOCKED_SHOT,-71.0,-6.0
2,24,24,8475764,1,1,2,sh,8480002,BLOCKED_SHOT,-69.0,-21.0
3,24,24,8476854,1,1,2,even,8471226,BLOCKED_SHOT,-75.0,-3.0
3,24,24,8474641,1,1,2,even,8475186,BLOCKED_SHOT,-67.0,-9.0
3,24,1,8476474,3,1,3,even,8474683,BLOCKED_SHOT,-58.0,-12.0
3,24,1,8480002,3,1,3,even,8477986,BLOCKED_SHOT,-68.0,19.0
3,24,1,8471226,3,1,3,even,8475764,BLOCKED_SHOT,-73.0,-19.0
3,24,24,8476854,3,1,3,even,8475791,BLOCKED_SHOT,69.0,-7.0
3,24,1,8475151,3,1,3,even,8476312,BLOCKED_SHOT,-55.0,-16.0
3,24,1,8475222,3,1,3,even,8474641,BLOCKED_SHOT,-63.0,12.0
3,24,1,8477463,4,1,3,even,8477986,BLOCKED_SHOT,-72.0,-7.0
1,26,4,8476906,0,4,1,even,8474166,BLOCKED_SHOT,76.0,3.0
1,26,26,8471685,0,4,1,even,8473512,BLOCKED_SHOT,-64.0,12.0
1,26,4,8477948,0,4,1,even,8473453,BLOCKED_SHOT,61.0,16.0
1,26,4,8475462,0,4,1,even,8475762,BLOCKED_SHOT,59.0,15.0
2,26,26,8474563,0,4,1,sh,8473512,BLOCKED_SHOT,-59.0,-11.0
2,26,4,8475462,1,4,1,even,8480113,BLOCKED_SHOT,54.0,-17.0
2,26,26,8474166,1,4,2,sh,8473512,BLOCKED_SHOT,84.0,15.0
2,26,4,8474190,1,4,2,even,8480147,BLOCKED_SHOT,-46.0,-25.0
2,26,4,8473584,1,4,2,even,8477380,BLOCKED_SHOT,-75.0,1.0
2,26,4,8477948,1,4,2,even,8474162,BLOCKED_SHOT,-55.0,-7.0
2,26,4,8478500,1,4,2,pp,8474563,BLOCKED_SHOT,-57.0,15.0
2,26,4,8474668,1,4,2,even,8475762,BLOCKED_SHOT,-40.0,-10.0
2,26,4,8474161,1,4,2,even,8480113,BLOCKED_SHOT,-52.0,15.0
3,26,26,8474166,1,4,3,even,8477948,BLOCKED_SHOT,-65.0,1.0
4,26,26,8474166,1,4,3,even,8477948,BLOCKED_SHOT,-73.0,-3.0
0,5,5,8476874,0,21,1,even,8475197,BLOCKED_SHOT,-83.0,34.0
0,5,21,8475747,0,21,1,even,8471724,BLOCKED_SHOT,75.0,-7.0
0,5,21,8474717,1,21,1,even,8475208,BLOCKED_SHOT,72.0,13.0
1,5,21,8475747,1,21,1,sh,8476874,BLOCKED_SHOT,74.0,2.0
1,5,21,8477456,1,21,1,even,8475772,BLOCKED_SHOT,51.0,-35.0
1,5,21,8477456,1,21,1,even,8476874,BLOCKED_SHOT,76.0,7.0
1,5,21,8475747,1,21,1,even,8471436,BLOCKED_SHOT,71.0,-5.0
1,5,21,8477507,1,21,1,even,8471724,BLOCKED_SHOT,82.0,-10.0
1,5,5,8477404,1,21,2,even,8477507,BLOCKED_SHOT,55.0,7.0
1,5,5,8474013,1,21,2,even,8476442,BLOCKED_SHOT,62.0,19.0
1,5,5,8474013,2,21,2,even,8474569,BLOCKED_SHOT,87.0,6.0
1,5,5,8474013,2,21,2,even,8474717,BLOCKED_SHOT,58.0,-8.0
1,5,5,8471724,2,21,2,even,8478420,BLOCKED_SHOT,83.0,-4.0
1,5,21,8477456,2,21,2,even,8473548,BLOCKED_SHOT,-58.0,-17.0
1,5,5,8473548,2,21,2,pp,8475197,BLOCKED_SHOT,57.0,-4.0
1,5,5,8474013,2,21,2,even,8477492,BLOCKED_SHOT,62.0,6.0
1,5,5,8476874,2,21,2,sh,8476855,BLOCKED_SHOT,76.0,2.0
1,5,21,8477021,3,21,2,even,8471436,BLOCKED_SHOT,-56.0,0.0
1,5,5,8476326,3,21,2,even,8476855,BLOCKED_SHOT,58.0,19.0
1,5,21,8477507,3,21,3,pp,8471724,BLOCKED_SHOT,72.0,-2.0
1,5,21,8474717,3,21,3,even,8474013,BLOCKED_SHOT,74.0,8.0
2,5,5,8477244,3,21,3,even,8475197,BLOCKED_SHOT,-72.0,2.0
2,5,5,8474176,3,21,3,even,8474717,BLOCKED_SHOT,-57.0,6.0
2,5,5,8475208,3,21,3,even,8475197,BLOCKED_SHOT,-76.0,4.0
2,5,21,8477413,3,21,3,even,8475208,BLOCKED_SHOT,50.0,-25.0
2,5,5,8476874,3,21,3,even,8476442,BLOCKED_SHOT,-83.0,-10.0
2,5,21,8475747,3,21,3,even,8471215,BLOCKED_SHOT,81.0,-11.0
2,5,5,8471724,3,21,3,even,8477413,BLOCKED_SHOT,-64.0,-10.0
2,5,5,8474013,3,21,3,even,8478073,BLOCKED_SHOT,-69.0,1.0
2,5,5,8476326,3,21,3,even,8476455,BLOCKED_SHOT,-59.0,7.0
2,5,5,8474013,3,21,3,even,8475197,BLOCKED_SHOT,-74.0,3.0
2,5,21,8477507,4,21,3,even,8473548,BLOCKED_SHOT,71.0,7.0
2,5,21,8475747,4,21,3,even,8471675,BLOCKED_SHOT,67.0,-15.0
2,5,21,8475747,4,21,3,even,8471675,BLOCKED_SHOT,63.0,-6.0
