away,away_id,d_team,defender,home,home_id,period,pp_status,shooter,type,x,y
0,10,52,8470828,0,52,1,even,8475172,BLOCKED_SHOT,55.0,-22.0
0,10,10,8478483,0,52,1,even,8477504,BLOCKED_SHOT,-35.0,1.0
0,10,10,8474037,0,52,1,even,8476885,BLOCKED_SHOT,-45.0,23.0
0,10,10,8470611,0,52,1,sh,8479339,BLOCKED_SHOT,-59.0,-12.0
0,10,52,8470834,0,52,1,pp,8466139,BLOCKED_SHOT,65.0,2.0
0,10,10,8475172,0,52,1,even,8476885,BLOCKED_SHOT,-46.0,2.0
0,10,52,8474574,0,52,1,even,8474037,BLOCKED_SHOT,68.0,9.0
0,10,10,8473463,0,52,1,sh,8479339,BLOCKED_SHOT,-55.0,-14.0
0,10,10,8479458,0,52,1,sh,8470834,BLOCKED_SHOT,-69.0,9.0
0,10,52,8474574,0,52,1,even,8476941,BLOCKED_SHOT,59.0,-7.0
0,10,52,8470828,0,52,1,even,8478483,BLOCKED_SHOT,57.0,-14.0
3,10,10,8475172,0,52,1,even,8475179,BLOCKED_SHOT,-60.0,26.0
3,10,10,8479458,0,52,2,sh,8470834,BLOCKED_SHOT,79.0,-8.0
3,10,10,8470611,0,52,2,sh,8479339,BLOCKED_SHOT,55.0,22.0
3,10,10,8479458,0,52,2,even,8471218,BLOCKED_SHOT,82.0,5.0
3,10,10,8468493,0,52,2,even,8479339,BLOCKED_SHOT,61.0,-22.0
3,10,10,8479458,0,52,2,even,8473574,BLOCKED_SHOT,78.0,8.0
3,10,10,8479458,0,52,2,even,8474574,BLOCKED_SHOT,55.0,18.0
4,10,52,8477504,0,52,2,even,8474581,BLOCKED_SHOT,-81.0,-5.0
4,10,10,8480158,0,52,2,even,8479339,BLOCKED_SHOT,66.0,-8.0
4,10,10,8479458,0,52,2,sh,8473618,BLOCKED_SHOT,72.0,3.0
4,10,52,8476885,0,52,2,even,8476941,BLOCKED_SHOT,-74.0,1.0
4,10,52,8477429,0,52,2,even,8476941,BLOCKED_SHOT,-49.0,17.0
4,10,10,8477015,0,52,2,pp,8470828,BLOCKED_SHOT,61.0,22.0
4,10,52,8476469,0,52,2,even,8474581,BLOCKED_SHOT,-52.0,10.0
4,10,10,8474581,0,52,2,even,8476460,BLOCKED_SHOT,51.0,-21.0
4,10,52,8476885,0,52,2,even,8474037,BLOCKED_SHOT,-80.0,-6.0
4,10,52,8476885,0,52,2,even,8475172,BLOCKED_SHOT,-79.0,-7.0
4,10,52,8471218,0,52,2,even,8474581,BLOCKED_SHOT,-49.0,-16.0
4,10,52,8477504,0,52,2,even,8478483,BLOCKED_SHOT,-66.0,15.0
4,10,10,8474581,0,52,3,even,8476885,BLOCKED_SHOT,-73.0,5.0
5,10,10,8479318,0,52,3,even,8470834,BLOCKED_SHOT,-67.0,5.0
5,10,10,8474037,0,52,3,even,8475179,BLOCKED_SHOT,-35.0,-14.0
5,10,10,8478483,0,52,3,sh,8476885,BLOCKED_SHOT,-36.0,21.0
6,10,10,8479458,0,52,3,sh,8476460,BLOCKED_SHOT,-74.0,3.0
6,10,10,8479458,0,52,3,sh,8470834,BLOCKED_SHOT,-75.0,1.0
7,10,10,8478483,2,52,3,even,8470828,BLOCKED_SHOT,-58.0,-7.0
7,10,52,8476885,2,52,3,even,8479318,BLOCKED_SHOT,72.0,5.0
0,19,19,8474565,0,5,1,even,8471675,BLOCKED_SHOT,74.0,1.0
0,19,19,8474565,0,5,1,even,8471817,BLOCKED_SHOT,73.0,-3.0
0,19,19,8470803,0,5,1,even,8475810,BLOCKED_SHOT,85.0,-2.0
0,19,19,8474125,0,5,1,even,8475735,BLOCKED_SHOT,82.0,10.0
0,19,5,8471817,1,5,1,even,8474145,BLOCKED_SHOT,-44.0,12.0
1,19,5,8471724,1,5,1,even,8474125,BLOCKED_SHOT,-68.0,-13.0
1,19,5,8471817,1,5,1,even,8474145,BLOCKED_SHOT,-46.0,18.0
1,19,5,8474013,1,5,1,even,8471669,BLOCKED_SHOT,-73.0,-20.0
2,19,19,8476441,1,5,1,even,8477839,BLOCKED_SHOT,73.0,-11.0
2,19,5,8471675,1,5,1,even,8475170,BLOCKED_SHOT,-76.0,-9.0
2,19,5,8475810,1,5,2,even,8474145,BLOCKED_SHOT,58.0,-5.0
2,19,19,8474145,1,5,2,even,8474176,BLOCKED_SHOT,-80.0,-8.0
2,19,19,8474565,1,5,2,pp,8474176,BLOCKED_SHOT,-30.0,-19.0
2,19,5,8471436,1,5,2,even,8474125,BLOCKED_SHOT,67.0,-4.0
2,19,5,8475208,1,5,2,even,8474565,BLOCKED_SHOT,64.0,-12.0
2,19,19,8475765,1,5,2,even,8475735,BLOCKED_SHOT,-78.0,-1.0
3,19,19,8470803,2,5,2,even,8471215,BLOCKED_SHOT,-64.0,16.0
3,19,5,8471675,2,5,2,even,8476441,BLOCKED_SHOT,78.0,-8.0
3,19,19,8474125,2,5,3,even,8474602,BLOCKED_SHOT,75.0,-8.0
4,19,5,8471436,2,5,3,even,8475170,BLOCKED_SHOT,-72.0,9.0
4,19,19,8476441,2,5,3,sh,8471215,BLOCKED_SHOT,75.0,-9.0
4,19,19,8475765,2,5,3,even,8476874,BLOCKED_SHOT,38.0,17.0
4,19,19,8474125,2,5,3,even,8475810,BLOCKED_SHOT,48.0,8.0
4,19,19,8475170,2,5,3,even,8471724,BLOCKED_SHOT,57.0,-12.0
4,19,19,8470803,2,5,3,sh,8471724,BLOCKED_SHOT,65.0,9.0
4,19,19,8471669,4,5,3,even,8477839,BLOCKED_SHOT,76.0,3.0
4,19,19,8476892,4,5,3,even,8475810,BLOCKED_SHOT,84.0,10.0
4,19,19,8474565,4,5,3,even,8477839,BLOCKED_SHOT,76.0,1.0
4,19,19,8474125,4,5,3,even,8475208,BLOCKED_SHOT,70.0,-1.0
0,20,22,8471729,0,22,1,even,8471346,BLOCKED_SHOT,-43.0,-2.0
0,20,20,8477497,0,22,1,even,8476457,BLOCKED_SHOT,48.0,-19.0
0,20,20,8470162,0,22,1,even,8476988,BLOCKED_SHOT,60.0,-9.0
0,20,20,8470966,0,22,1,even,8471729,BLOCKED_SHOT,73.0,1.0
0,20,20,8474673,0,22,1,even,8473468,BLOCKED_SHOT,66.0,-17.0
0,20,22,8473468,0,22,1,even,8474673,BLOCKED_SHOT,-72.0,3.0
0,20,20,8474673,0,22,1,even,8476457,BLOCKED_SHOT,75.0,-3.0
0,20,20,8477935,0,22,1,even,8476472,BLOCKED_SHOT,49.0,14.0
0,20,22,8476457,1,22,1,sh,8477497,BLOCKED_SHOT,-61.0,-12.0
0,20,20,8471346,1,22,1,pp,8476454,BLOCKED_SHOT,52.0,16.0
0,20,20,8474628,1,22,1,even,8476458,BLOCKED_SHOT,75.0,18.0
0,20,20,8474612,1,22,1,even,8477934,BLOCKED_SHOT,62.0,5.0
0,20,22,8471729,1,22,2,even,8471426,BLOCKED_SHOT,76.0,-26.0
0,20,20,8471346,1,22,2,even,8476457,BLOCKED_SHOT,-51.0,26.0
0,20,20,8474749,1,22,2,even,8469638,BLOCKED_SHOT,-66.0,11.0
0,20,22,8469638,1,22,2,pp,8473564,BLOCKED_SHOT,68.0,17.0
0,20,20,8474673,1,22,2,even,8475178,BLOCKED_SHOT,-81.0,11.0
0,20,20,8470966,1,22,2,even,8476472,BLOCKED_SHOT,-74.0,-5.0
0,20,22,8476988,1,22,2,even,8477903,BLOCKED_SHOT,68.0,7.0
0,20,22,8471729,1,22,2,even,8477903,BLOCKED_SHOT,62.0,2.0
0,20,20,8474150,1,22,2,even,8476457,BLOCKED_SHOT,-57.0,9.0
0,20,20,8474749,1,22,2,even,8473468,BLOCKED_SHOT,-58.0,27.0
0,20,22,8471729,1,22,3,even,8471426,BLOCKED_SHOT,-42.0,8.0
0,20,20,8470966,1,22,3,even,8479465,BLOCKED_SHOT,47.0,-26.0
0,20,22,8476472,1,22,3,even,8471426,BLOCKED_SHOT,-68.0,-12.0
0,20,20,8474612,1,22,3,even,8477498,BLOCKED_SHOT,48.0,22.0
0,20,22,8473473,2,22,3,even,8474612,BLOCKED_SHOT,-51.0,22.0
0,20,22,8477498,2,22,3,even,8471426,BLOCKED_SHOT,-61.0,24.0
0,20,22,8473468,2,22,3,even,8477935,BLOCKED_SHOT,-76.0,-15.0
0,20,22,8476457,2,22,3,even,8471346,BLOCKED_SHOT,-39.0,-25.0
0,20,22,8471729,2,22,3,even,8477497,BLOCKED_SHOT,-67.0,17.0
0,20,22,8469638,2,22,3,even,8475907,BLOCKED_SHOT,-60.0,4.0
0,20,22,8471729,2,22,3,even,8470966,BLOCKED_SHOT,-66.0,-7.0
0,20,22,8473473,2,22,3,even,8476462,BLOCKED_SHOT,-64.0,20.0
0,20,22,8471729,2,22,3,even,8474150,BLOCKED_SHOT,-40.0,27.0
0,4,4,8478439,0,28,1,even,8466138,BLOCKED_SHOT,69.0,-4.0
0,4,4,8479974,0,28,1,even,8475455,BLOCKED_SHOT,61.0,10.0
0,4,28,8478414,0,28,1,even,8473584,BLOCKED_SHOT,-80.0,18.0
0,4,4,8478500,0,28,1,even,8468208,BLOCKED_SHOT,66.0,-28.0
0,4,28,8478414,0,28,1,even,8476906,BLOCKED_SHOT,-56.0,0.0
1,4,4,8474668,0,28,1,even,8474027,BLOCKED_SHOT,43.0,-30.0
1,4,28,8468208,0,28,1,sh,8474161,BLOCKED_SHOT,-64.0,14.0
1,4,28,8471709,0,28,1,sh,8474161,BLOCKED_SHOT,-55.0,3.0
2,4,4,8474190,0,28,1,even,8475455,BLOCKED_SHOT,68.0,-1.0
2,4,4,8478500,0,28,1,even,8474053,BLOCKED_SHOT,60.0,7.0
2,4,4,8474190,0,28,1,even,8470613,BLOCKED_SHOT,59.0,-4.0
2,4,28,8468542,0,28,1,even,8474190,BLOCKED_SHOT,-68.0,-3.0
2,4,28,8470794,0,28,1,even,8476906,BLOCKED_SHOT,-72.0,-5.0
2,4,4,8478500,2,28,2,sh,8470613,BLOCKED_SHOT,-69.0,-1.0
2,4,4,8473584,2,28,2,sh,8470613,BLOCKED_SHOT,-67.0,-16.0
2,4,4,8470047,2,28,2,even,8470613,BLOCKED_SHOT,-70.0,3.0
2,4,28,8468542,2,28,2,even,8476461,BLOCKED_SHOT,85.0,-5.0
2,4,28,8476919,2,28,2,even,8473584,BLOCKED_SHOT,53.0,-5.0
2,4,28,8474027,2,28,2,even,8474668,BLOCKED_SHOT,76.0,10.0
2,4,28,8474027,2,28,2,even,8476461,BLOCKED_SHOT,72.0,-7.0
2,4,28,8475820,2,28,2,even,8478500,BLOCKED_SHOT,46.0,12.0
3,4,4,8478500,2,28,2,sh,8470613,BLOCKED_SHOT,-66.0,1.0
3,4,4,8476872,2,28,2,sh,8470613,BLOCKED_SHOT,-52.0,6.0
3,4,4,8476955,2,28,2,sh,8474053,BLOCKED_SHOT,-58.0,6.0
3,4,4,8473584,2,28,3,sh,8474053,BLOCKED_SHOT,55.0,14.0
3,4,28,8471709,2,28,3,pp,8478439,BLOCKED_SHOT,-76.0,3.0
3,4,28,8478414,3,28,3,even,8477462,BLOCKED_SHOT,-53.0,-11.0
4,4,4,8474190,3,28,3,even,8475455,BLOCKED_SHOT,43.0,21.0
4,4,28,8470613,3,28,3,even,8475462,BLOCKED_SHOT,-53.0,-1.0
4,4,28,8470613,3,28,3,even,8474161,BLOCKED_SHOT,-62.0,-7.0
4,4,28,8476331,3,28,3,even,8474190,BLOCKED_SHOT,-74.0,5.0
4,4,28,8468208,3,28,3,sh,8478500,BLOCKED_SHOT,-50.0,7.0
4,4,4,8474190,3,28,3,even,8470613,BLOCKED_SHOT,64.0,-3.0
4,4,4,8478500,3,28,3,even,8470613,BLOCKED_SHOT,70.0,-7.0
0,18,6,8477213,0,6,1,sh,8474056,BLOCKED_SHOT,-47.0,-11.0
0,18,18,8478042,0,6,1,pp,8474062,BLOCKED_SHOT,80.0,-17.0
0,18,6,8478443,0,6,1,even,8476925,BLOCKED_SHOT,-96.0,-2.0
0,18,18,8475218,0,6,1,even,8478075,BLOCKED_SHOT,52.0,-12.0
0,18,6,8477956,1,6,1,sh,8474600,BLOCKED_SHOT,-36.0,-20.0
1,18,6,8478569,1,6,2,sh,8474056,BLOCKED_SHOT,48.0,14.0
1,18,6,8473419,1,6,2,sh,8475218,BLOCKED_SHOT,75.0,10.0
1,18,18,8475766,1,6,2,sh,8475727,BLOCKED_SHOT,-74.0,10.0
1,18,18,8476447,1,6,2,sh,8479325,BLOCKED_SHOT,-56.0,-15.0
1,18,18,8475218,1,6,2,sh,8465009,BLOCKED_SHOT,-64.0,4.0
1,18,18,8478042,2,6,2,even,8465009,BLOCKED_SHOT,-66.0,-8.0
1,18,18,8475225,2,6,2,even,8476891,BLOCKED_SHOT,-44.0,-7.0
1,18,18,8474056,3,6,2,even,8473492,BLOCKED_SHOT,-68.0,0.0
1,18,18,8477942,3,6,3,even,8476191,BLOCKED_SHOT,74.0,-14.0
1,18,18,8478042,3,6,3,even,8476191,BLOCKED_SHOT,60.0,12.0
1,18,6,8477213,3,6,3,even,8475218,BLOCKED_SHOT,-71.0,-14.0
2,18,6,8478443,4,6,3,even,8474600,BLOCKED_SHOT,-63.0,-21.0
0,8,7,8476470,0,7,1,sh,8475848,BLOCKED_SHOT,-73.0,3.0
0,8,7,8476470,0,7,1,sh,8477476,BLOCKED_SHOT,-76.0,0.0
0,8,7,8476470,0,7,1,sh,8468309,BLOCKED_SHOT,-71.0,-4.0
0,8,8,8470642,0,7,1,sh,8478403,BLOCKED_SHOT,66.0,12.0
0,8,8,8477455,0,7,1,sh,8476470,BLOCKED_SHOT,48.0,12.0
0,8,7,8479755,1,7,1,even,8476851,BLOCKED_SHOT,-60.0,5.0
0,8,7,8478403,1,7,1,even,8476948,BLOCKED_SHOT,-43.0,11.0
0,8,8,8473507,1,7,1,even,8473449,BLOCKED_SHOT,73.0,10.0
1,8,8,8470642,2,7,2,even,8474618,BLOCKED_SHOT,-81.0,-5.0
1,8,7,8476931,2,7,2,sh,8476851,BLOCKED_SHOT,64.0,-14.0
1,8,8,8470642,2,7,2,sh,8478403,BLOCKED_SHOT,-76.0,-10.0
1,8,8,8474038,2,7,2,even,8476470,BLOCKED_SHOT,-45.0,1.0
1,8,7,8475728,2,7,2,sh,8470642,BLOCKED_SHOT,44.0,-1.0
1,8,7,8475185,2,7,3,even,8476948,BLOCKED_SHOT,-50.0,13.0
1,8,7,8475185,2,7,3,even,8473507,BLOCKED_SHOT,-58.0,19.0
2,8,7,8475185,2,7,3,even,8476948,BLOCKED_SHOT,-62.0,-3.0
2,8,8,8470642,2,7,3,even,8475169,BLOCKED_SHOT,76.0,6.0
2,8,7,8476931,2,7,3,even,8476479,BLOCKED_SHOT,-43.0,-27.0
2,8,7,8476931,2,7,3,even,8474818,BLOCKED_SHOT,-72.0,-8.0
2,8,7,8477499,2,7,3,even,8475848,BLOCKED_SHOT,-72.0,-9.0
2,8,7,8473449,2,7,3,even,8476381,BLOCKED_SHOT,-69.0,2.0
2,8,7,8477499,2,7,4,even,8476851,BLOCKED_SHOT,56.0,-23.0
2,8,8,8473507,2,7,4,even,8477499,BLOCKED_SHOT,-59.0,21.0
0,21,3,8476869,0,3,1,even,8475168,BLOCKED_SHOT,85.0,-12.0
0,21,21,8475197,0,3,1,even,8471976,BLOCKED_SHOT,-84.0,-12.0
1,21,21,8478842,0,3,1,sh,8475692,BLOCKED_SHOT,-70.0,15.0
1,21,21,8477453,0,3,1,even,8476869,BLOCKED_SHOT,-49.0,28.0
2,21,21,8474717,0,3,1,even,8474151,BLOCKED_SHOT,-79.0,-1.0
2,21,21,8477456,0,3,1,even,8470041,BLOCKED_SHOT,-67.0,-32.0
2,21,3,8471686,0,3,1,even,8477492,BLOCKED_SHOT,51.0,1.0
2,21,21,8477492,0,3,1,even,8474151,BLOCKED_SHOT,-80.0,-5.0
2,21,21,8474717,0,3,1,sh,8475692,BLOCKED_SHOT,-70.0,8.0
2,21,21,8474717,0,3,1,sh,8477402,BLOCKED_SHOT,-80.0,-12.0
2,21,3,8477950,2,3,2,sh,8477492,BLOCKED_SHOT,-78.0,-7.0
2,21,3,8474090,2,3,2,even,8479370,BLOCKED_SHOT,-75.0,-1.0
2,21,3,8474031,2,3,2,even,8477456,BLOCKED_SHOT,-69.0,-15.0
2,21,3,8474031,2,3,2,even,8478420,BLOCKED_SHOT,-48.0,0.0
3,21,3,8471686,2,3,2,even,8476455,BLOCKED_SHOT,-40.0,2.0
3,21,3,8476869,2,3,2,even,8475197,BLOCKED_SHOT,-79.0,10.0
3,21,21,8476455,2,3,2,even,8476869,BLOCKED_SHOT,51.0,-12.0
3,21,21,8473446,2,3,3,even,8476459,BLOCKED_SHOT,-80.0,-1.0
3,21,21,8475747,2,3,3,even,8477402,BLOCKED_SHOT,-78.0,14.0
3,21,21,8475747,2,3,3,even,8475184,BLOCKED_SHOT,-77.0,-3.0
3,21,21,8476442,2,3,3,even,8470041,BLOCKED_SHOT,-72.0,4.0
3,21,21,8475747,2,3,3,even,8475763,BLOCKED_SHOT,-74.0,16.0
3,21,21,8474717,2,3,3,even,8477402,BLOCKED_SHOT,-82.0,6.0
3,21,3,8474031,2,3,3,even,8477456,BLOCKED_SHOT,84.0,-4.0
0,15,9,8476368,0,9,1,even,8474604,BLOCKED_SHOT,-78.0,-8.0
0,15,9,8470602,0,9,1,even,8474590,BLOCKED_SHOT,-79.0,4.0
0,15,9,8479366,0,9,1,even,8471710,BLOCKED_SHOT,-56.0,-2.0
0,15,9,8474697,0,9,1,even,8474189,BLOCKED_SHOT,-81.0,7.0
0,15,15,8468498,0,9,1,even,8474884,BLOCKED_SHOT,61.0,8.0
0,15,9,8469665,1,9,1,even,8471702,BLOCKED_SHOT,-79.0,5.0
0,15,9,8476419,1,9,1,even,8475200,BLOCKED_SHOT,-50.0,-33.0
0,15,15,8471214,1,9,1,even,8470602,BLOCKED_SHOT,75.0,5.0
1,15,15,8474604,1,9,1,even,8471676,BLOCKED_SHOT,70.0,1.0
1,15,15,8474604,1,9,1,even,8471676,BLOCKED_SHOT,75.0,1.0
1,15,15,8468498,1,9,1,even,8476419,BLOCKED_SHOT,68.0,-12.0
1,15,9,8474697,1,9,1,even,8474590,BLOCKED_SHOT,-77.0,26.0
1,15,15,8468498,1,9,1,sh,8474884,BLOCKED_SHOT,61.0,-16.0
1,15,9,8470602,1,9,2,even,8471702,BLOCKED_SHOT,77.0,-1.0
1,15,9,8470602,1,9,2,even,8473563,BLOCKED_SHOT,73.0,5.0
1,15,9,8476879,1,9,2,even,8471214,BLOCKED_SHOT,69.0,15.0
1,15,9,8471768,1,9,2,even,8471214,BLOCKED_SHOT,78.0,-8.0
1,15,15,8474189,2,9,2,sh,8475227,BLOCKED_SHOT,-50.0,-2.0
1,15,15,8471702,2,9,2,even,8469665,BLOCKED_SHOT,-83.0,-6.0
1,15,9,8469665,2,9,2,even,8477444,BLOCKED_SHOT,72.0,-5.0
1,15,9,8471768,2,9,2,sh,8471214,BLOCKED_SHOT,48.0,12.0
1,15,9,8476879,2,9,2,even,8477944,BLOCKED_SHOT,78.0,-21.0
1,15,15,8475200,2,9,3,even,8474068,BLOCKED_SHOT,66.0,-6.0
1,15,9,8476419,2,9,3,even,8468498,BLOCKED_SHOT,-51.0,-11.0
1,15,15,8476344,3,9,3,even,8475227,BLOCKED_SHOT,60.0,-7.0
3,15,9,8470775,4,9,3,even,8475200,BLOCKED_SHOT,-67.0,-10.0
3,15,15,8474590,4,9,3,sh,8470602,BLOCKED_SHOT,77.0,12.0
3,15,15,8474189,4,9,3,sh,8475227,BLOCKED_SHOT,59.0,-2.0
3,15,9,8475227,4,9,3,even,8475758,BLOCKED_SHOT,-78.0,-12.0
4,15,15,8471710,4,9,3,even,8474068,BLOCKED_SHOT,70.0,18.0
4,15,15,8474291,4,9,3,even,8475227,BLOCKED_SHOT,54.0,-15.0
4,15,9,8475227,4,9,3,even,8468498,BLOCKED_SHOT,-73.0,1.0
4,15,15,8475200,4,9,4,even,8474068,BLOCKED_SHOT,-58.0,-4.0
4,15,9,8476368,4,9,4,even,8471214,BLOCKED_SHOT,62.0,4.0
0,30,30,8475745,0,17,1,even,8471794,BLOCKED_SHOT,-76.0,3.0
0,30,30,8475799,0,17,1,even,8476924,BLOCKED_SHOT,-72.0,-1.0
0,30,30,8470600,0,17,1,sh,8471242,BLOCKED_SHOT,-79.0,-1.0
0,30,17,8470144,0,17,2,even,8475745,BLOCKED_SHOT,-86.0,7.0
0,30,17,8470144,0,17,2,even,8475745,BLOCKED_SHOT,-81.0,10.0
0,30,17,8470318,0,17,2,even,8476856,BLOCKED_SHOT,-57.0,-15.0
0,30,17,8477946,0,17,2,even,8475220,BLOCKED_SHOT,-85.0,-7.0
0,30,17,8471242,0,17,2,even,8475798,BLOCKED_SHOT,-81.0,-19.0
0,30,30,8475745,0,17,2,even,8475324,BLOCKED_SHOT,50.0,21.0
0,30,30,8469459,0,17,2,even,8470110,BLOCKED_SHOT,66.0,16.0
0,30,17,8475772,0,17,2,even,8475799,BLOCKED_SHOT,-54.0,12.0
0,30,17,8476443,0,17,2,sh,8476422,BLOCKED_SHOT,-70.0,-7.0
0,30,30,8471476,0,17,2,even,8475193,BLOCKED_SHOT,81.0,-3.0
0,30,30,8476463,0,17,2,even,8468083,BLOCKED_SHOT,76.0,-5.0
0,30,17,8477511,2,17,2,even,8476422,BLOCKED_SHOT,-55.0,19.0
0,30,30,8470724,2,17,2,even,8477946,BLOCKED_SHOT,66.0,19.0
2,30,17,8477215,2,17,3,even,8474716,BLOCKED_SHOT,81.0,-4.0
2,30,30,8475745,4,17,3,even,8477215,BLOCKED_SHOT,-58.0,-6.0
2,30,30,8471476,4,17,3,sh,8475193,BLOCKED_SHOT,-56.0,-11.0
2,30,17,8477215,4,17,3,even,8476856,BLOCKED_SHOT,78.0,3.0
2,30,17,8477215,4,17,3,even,8475799,BLOCKED_SHOT,58.0,-5.0
0,5,16,8470281,0,16,1,even,8474602,BLOCKED_SHOT,58.0,-15.0
0,5,5,8475810,0,16,1,even,8477951,BLOCKED_SHOT,-47.0,9.0
0,5,16,8480172,0,16,1,even,8477240,BLOCKED_SHOT,70.0,-17.0
0,5,5,8475208,0,16,1,even,8477451,BLOCKED_SHOT,-72.0,-3.0
0,5,5,8475735,0,16,1,even,8470281,BLOCKED_SHOT,-55.0,-13.0
0,5,5,8475208,0,16,1,even,8477451,BLOCKED_SHOT,-60.0,-12.0
0,5,16,8476438,3,16,1,even,8474602,BLOCKED_SHOT,49.0,-20.0
0,5,5,8471215,4,16,1,even,8476473,BLOCKED_SHOT,-58.0,11.0
0,5,5,8476874,4,16,1,even,8469544,BLOCKED_SHOT,-60.0,-1.0
0,5,5,8477404,4,16,1,even,8475209,BLOCKED_SHOT,-65.0,1.0
0,5,5,8475735,4,16,1,even,8478055,BLOCKED_SHOT,-66.0,1.0
0,5,5,8475735,4,16,1,even,8470607,BLOCKED_SHOT,-38.0,0.0
0,5,16,8473573,4,16,1,even,8477240,BLOCKED_SHOT,65.0,12.0
0,5,5,8475735,5,16,1,even,8478055,BLOCKED_SHOT,-58.0,-10.0
0,5,16,8475209,5,16,1,even,8471724,BLOCKED_SHOT,78.0,0.0
1,5,16,8479482,5,16,2,even,8471675,BLOCKED_SHOT,-85.0,-9.0
1,5,5,8475810,6,16,2,sh,8469544,BLOCKED_SHOT,56.0,-7.0
1,5,16,8478528,8,16,2,even,8474013,BLOCKED_SHOT,-52.0,0.0
1,5,5,8477240,8,16,2,sh,8470607,BLOCKED_SHOT,66.0,1.0
1,5,5,8474013,8,16,2,sh,8473604,BLOCKED_SHOT,70.0,17.0
1,5,5,8471724,8,16,2,even,8480172,BLOCKED_SHOT,56.0,9.0
1,5,5,8474013,8,16,2,even,8478055,BLOCKED_SHOT,72.0,5.0
1,5,5,8471436,8,16,2,even,8478528,BLOCKED_SHOT,56.0,0.0
1,5,5,8471436,8,16,3,even,8474141,BLOCKED_SHOT,-75.0,-7.0
1,5,16,8470607,8,16,3,even,8477839,BLOCKED_SHOT,64.0,4.0
1,5,16,8474642,9,16,3,even,8474602,BLOCKED_SHOT,51.0,-21.0
1,5,16,8478055,9,16,3,even,8477404,BLOCKED_SHOT,72.0,-12.0
1,5,5,8471817,9,16,3,even,8479482,BLOCKED_SHOT,-49.0,-23.0
1,5,5,8474602,9,16,3,even,8473604,BLOCKED_SHOT,-83.0,-10.0
1,5,16,8474642,9,16,3,even,8471436,BLOCKED_SHOT,47.0,-21.0
1,5,5,8474176,9,16,3,even,8470607,BLOCKED_SHOT,-41.0,20.0
1,5,5,8471436,9,16,3,even,8479482,BLOCKED_SHOT,-64.0,-10.0
1,5,5,8475832,9,16,3,even,8470607,BLOCKED_SHOT,-54.0,15.0
1,5,16,8473604,10,16,3,even,8474602,BLOCKED_SHOT,61.0,-12.0
1,5,16,8470607,10,16,3,even,8477839,BLOCKED_SHOT,67.0,5.0
1,5,5,8474602,10,16,3,even,8477451,BLOCKED_SHOT,-63.0,3.0
1,5,5,8471436,10,16,3,sh,8479482,BLOCKED_SHOT,-71.0,21.0
0,53,53,8474613,0,24,1,even,8476312,BLOCKED_SHOT,60.0,5.0
0,53,53,8471769,0,24,1,even,8478131,BLOCKED_SHOT,68.0,23.0
0,53,24,8467400,0,24,1,even,8479343,BLOCKED_SHOT,-16.0,12.0
1,53,24,8478131,0,24,1,even,8474568,BLOCKED_SHOT,-46.0,28.0
1,53,53,8474218,0,24,1,even,8477941,BLOCKED_SHOT,77.0,-6.0
1,53,24,8475764,0,24,1,even,8474568,BLOCKED_SHOT,-67.0,1.0
2,53,24,8478131,1,24,1,even,8474568,BLOCKED_SHOT,-46.0,4.0
2,53,24,8476400,1,24,1,sh,8477503,BLOCKED_SHOT,-67.0,0.0
2,53,53,8475246,1,24,1,even,8475164,BLOCKED_SHOT,73.0,-6.0
2,53,24,8477929,1,24,2,sh,8475171,BLOCKED_SHOT,59.0,-10.0
2,53,24,8467400,1,24,2,even,8479343,BLOCKED_SHOT,79.0,1.0
3,53,53,8474218,1,24,2,sh,8477986,BLOCKED_SHOT,-84.0,9.0
3,53,53,8475246,1,24,2,sh,8469598,BLOCKED_SHOT,-60.0,-7.0
3,53,53,8470755,1,24,2,sh,8467400,BLOCKED_SHOT,-73.0,12.0
3,53,24,8469598,1,24,2,even,8477943,BLOCKED_SHOT,77.0,1.0
3,53,24,8467400,1,24,2,sh,8477407,BLOCKED_SHOT,79.0,-6.0
4,53,53,8479343,3,24,2,even,8478131,BLOCKED_SHOT,-59.0,-5.0
4,53,53,8471769,3,24,2,even,8478131,BLOCKED_SHOT,-77.0,0.0
4,53,24,8477941,3,24,2,even,8475171,BLOCKED_SHOT,62.0,3.0
4,53,24,8474683,3,24,2,even,8477989,BLOCKED_SHOT,56.0,0.0
4,53,24,8475164,3,24,2,even,8474218,BLOCKED_SHOT,74.0,-5.0
4,53,53,8477989,3,24,3,even,8471699,BLOCKED_SHOT,70.0,-8.0
4,53,24,8474683,3,24,3,even,8477503,BLOCKED_SHOT,-76.0,12.0
4,53,24,8477986,3,24,3,even,8478440,BLOCKED_SHOT,-55.0,0.0
4,53,24,8473560,4,24,3,even,8475171,BLOCKED_SHOT,-76.0,6.0
4,53,24,8470621,4,24,3,even,8475246,BLOCKED_SHOT,-76.0,-3.0
4,53,53,8477943,4,24,3,even,8476312,BLOCKED_SHOT,61.0,9.0
4,53,24,8467400,5,24,3,even,8475171,BLOCKED_SHOT,-68.0,1.0
4,53,24,8471699,5,24,3,even,8477407,BLOCKED_SHOT,-73.0,10.0
0,4,4,8479974,0,26,1,even,8474162,BLOCKED_SHOT,-60.0,-3.0
